job_title,senior,company_name,location,employment_type,industry,company_type,company_size,hourly,daily,weekly,monthly,yearly,python,sql,excel,r,power_bi,tableau,job_description,salary
Other,0,Chandler Macleod,VIC,,Other,Private,1001 - 5000,0,0,0,0,1,0,0,1,0,0,0,"Are you a data enthusiast with a passion for governance and quality? Join our client AGL's dynamic team as a Data Governance Analyst on a twelve-month contract in a hybrid working environment based in Melbourne CBD.

Role Overview: As a Data Governance Analyst, you will play a pivotal role in implementing and managing data governance control frameworks across the organization. Your efforts will not only facilitate data governance education and awareness but also ensure compliance, quality, and effective data management across all business lines.

Key Responsibilities:

Join a team that values innovation and strives for excellence in data management. Take your career to the next level!

At Chandler Macleod, we are committed to fostering a diverse workforce where everyone is welcome.

You can read more about our commitment to diversity and inclusion at https://www.chandlermacleod.com/diversity-and-inclusion",89500.0
Data Engineer,0,Ippon Technologies,VIC,,Technology,Private,501 - 1000,0,0,0,0,1,0,0,0,0,0,0,"Ippon Australia is a team of true technologists who leverage contemporary thinking and tools to enhance the way our clients drive value. Whether it’s a bespoke platform to improve employee engagement within a national retail chain, or developing an app that provides next level direct customer interaction; value is delivered to our clients when we begin by understanding the business outcomes they desire and then apply our technical expertise to make these a reality.
We are expanding our market offering through the development of a Data Driven Architecture practice and are searching for passionate Data Engineers to join us. The Data practice complements our capabilities in Experience Design and Delivery, as well as Software Engineering and Cloud, further enhancing our ability to deliver comprehensive business outcomes to our clients.

As a Data Engineer, you will be working along side of our clients and be involved in supporting and/or driving the design, build, testing and implantation of data transformation of data pipelines using various tools and technologies. Gathering business requirements by engaging in data sourcing, data gathering and integration processes, as well as developing data pipelines using Big Data technologies.",100500.0
Other,0,HAYS,NSW,,Other,Private,5001 - 10000,,,,,,0,0,0,0,0,0,"Data Analyst
Your new company
Our client is a retail company based in Sydney.

Your new role

Support businesses in achieving and improving operational efficiency.
Support ongoing business analysis, and project usage of data governance tooling – efficiently bring metadata into the governance tooling and execute DQ and other data management functions.
Identify root causes of issues as they relate to Informatica tooling.





4 months contract
Best daily rates


If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.
If this job isn't quite right for you, but you are looking for a new position, please contact us for a confidential discussion on your career.
#2882891",
Data Scientist,0,Affinity Migration Group Pty Ltd,NSW,,,Private,1 - 50,0,0,0,0,1,0,0,0,0,0,0,"Business name: Digital Alchemy (Australia) Pty Ltd

Title: Data Scientist

Reports to: Data Architecture Manager

Permanent full-time position
38 hours per week
$70,000 - 160,000 per year + superannuation",115000.0
Data Analyst,0,Australian Antarctic Division,,,Government,Government,501 - 1000,0,0,0,0,1,0,0,0,0,0,0,"Branch: Science
Section: Environmental Stewardship Program
Executive Level 1 (EL 1) – Ongoing
Salary: $120,290 – $129,379 per annum
Duties:

The Environmental Data Analyst will be responsible for leading a range of data, database, GIS and data visualisation needs of the Environmental Stewardship Program and Science Branch, with primary responsibility for the data management and systems, implementation and management of GEMS.
Duties, tasks and responsibilities include:
02 September 2024. 11:00 pm AEST",124500.0
Other,0,Rabobank,NSW,,Finance,Private,10000+,0,0,0,0,1,0,0,0,0,0,0,"A bit about us
Rabobank is the world’s leading specialist in food and agribusiness banking. One of our key strengths lies in our people who have a deep understanding of agriculture and are committed to adding long-term value for clients. Our commitment to our employees and clients is at the heart of everything we do.
A bit about the role
Rabobank’s Operations Payments and Processing team is a highly engaged team. We are currently looking for a Data Management Analyst to join our Data Management Team. This role is based in Sydney and will work a hybrid mix of the CBD office and at home.
The Data Management Analyst is responsible for client on boarding, setup and maintenance of client static data across a variety of systems within the banks operations - ensuring all input is processed in an efficient and accurate manner whilst maintaining high standards and levels of Internal and external client satisfaction. You will handle facility maintenance and setup activities across Rabobank Australia which covers activities such as maintenance of settlements, limits, margins etc.",180500.0
Data Analyst,0,Mirvac,NSW,,Other,Public,1001 - 5000,0,0,0,0,1,0,1,1,0,1,1,"At Mirvac, we know that it’s our people, their passion and expertise and the exceptional experiences we create for our audience, that defines us.

Mirvac's people are our most valuable asset. We are proud to have built a culture of inclusivity, innovation and collaboration, becoming a place where people genuinely want to work. Two recent accolades to reflect this are:

#1 in AFR BOSS’ Best Places to Work in Property, Construction & Transport 2022
#1 Company Globally for Gender Equality in Equileap's 2022 & 2023 Review
We also offer a number of competitive and unique benefits for permanent employees including:

Mirvac is an Australian property group with a clearly defined purpose to 'reimagine urban life'. For over 50 years, we've dedicated ourselves to shaping Australia's urban landscape. Our evolution has been significant, growing from a small joint venture to a thriving ASX-listed property group that leads the way in sustainability, innovation, safety and placemaking.

Our opportunity- 12 Month Fixed Term Contract

As Customer Insights & Data Analyst, you will be responsible for collating various customer research sources, reporting and developing insights on how to improve the overall customer experience through the development and management of a Voice of Customer Program. This role requires strong data and analytical skills, attention to detail, and the ability work collaboratively with cross-functional teams. This role will report to the Director, Voice of Customer & Customer Experience.


This role will work as part of a small team and work closely with the business teams, broader customer & brand function as well as the Digital and Data & Analytics teams.

Develop Customer reporting for all levels from on the ground teams, management & leadership to ELT and Board.
Be an integral part of a team to deliver a Mirvac Group Voice of Customer Program across the various platforms such as BI, Salesforce CRM, Yardi and customer feedback platforms. Experience in Marketing Cloud & VOC platforms is desirable.
Building and maintaining dashboards and data visualisations in tools like Power BI or Tableau, and competency working with SQL and with data warehouses such as Snowflake
Coordinate, collect, clean and analyse customer data from various research sources including solicited feedback, unsolicited feedback, customer profile, interactions, and behaviour (physical and digital), external data sources and other qualitative data. Research sources also include customer surveys, CRM, CSAT, NPS, CES, loyalty and complaints data. Customer interviews/ intercepts, deep observational research across the group and customer advocacy on social media.
Experience analysing and modelling multiple data sources to develop clear and actionable customer insights, and provide insight to stakeholders across Mirvac.
Enhancing our calendar of and execution of periodic voice of customer surveys coordinating hitting response rate targets
Collaborate with cross-functional teams to identify opportunities to improve customer engagement, conversion rates, and retention
Develop and manage relationships with stakeholders to influence and gain support for projects and initiatives
Uplift customer data/analytics fluency in the business
Work together with the CX, digital, and operational teams to ensure customer analytics is an integrated part of transformation and performance measurement.
Assist with effective governance over our customer data and processes

Your point of difference

To be successful you will

Tertiary qualifications in Data Analytics and Business, Customer, Project Management, or equivalent is desirable
At least 5 years of experience in customer insights and data or business analyst role
Strong knowledge of statistical analysis, predictive modelling, and data visualization techniques
Experience with customer data platforms, marketing automation tools, and web analytics programs
Excellent communication and collaboration skills, with the ability to work effectively with cross-functional teams
Strong problem-solving skills, with the ability to identify & troubleshoot issues
Customer, Data & Analytics Platforms
Customer Insights
Customer & Business Analytics
Customer Research
Project Management

All of these attributes are preferred, if you think you may be the right fit for the role please still apply.",128500.0
Data Analyst,0,Clinical Excellence Commission Division,,,,,,0,0,0,0,1,0,0,1,0,0,0,"Computer Programmer / Data Analyst
Clinical Excellence Commission

Where you'll be working
The Clinical Excellence Commission (CEC) is committed to providing leadership in safety and quality to improve health care for patients in NSW. The primary focus of the CEC is to promote and support improved clinical care, safety and quality across the NSW public health system, and to meet functions specified by the Minister for Health. The CEC Strategic Plan places priority on delivering high performing reliable systems and ensuring safety and quality in the provision of healthcare for ‘every patient, every time’ is consistent across NSW Health.",115500.0
Other,0,Xero,VIC,,Technology,Public,1001 - 5000,0,0,0,0,1,0,0,0,0,0,0,"Xero is a beautiful, easy-to-use platform that helps small businesses and their accounting and bookkeeping advisors grow and thrive.

At Xero, our purpose is to make life better for people in small business, their advisors, and communities around the world. This purpose sits at the centre of everything we do. We support our people to do the best work of their lives so that they can help small businesses succeed through better tools, information and connections. Because when they succeed they make a difference, and when millions of small businesses are making a difference, the world is a more beautiful place.

How you'll make an impact

The AI Products group exists to collaboratively build products that use AI and ML to reduce toil and deliver the right insight at the right time. Working within the Data & Science team, you will join a diverse, globally distributed team of scientists, engineers, product managers, and analysts who help Xero turn data into beautiful, insightful products.",103500.0
Data Analyst,0,dnata catering,NSW,,Other,Private,10000+,0,0,0,0,1,0,0,0,0,0,0,"Want a high flying career working for the worlds largest air services provider? Join our high performance Data and Planning team as a Schedule and Data Analyst based in Sydney.
More about this role
This position is responsible for data analysis and required to draft, implement and manage on-going maintenance of the Airline schedules for all dnata Flight Catering units across Australia. This process is centrally managed by the National Data & Planning team.
So, what does a day in the life of a Schedule and Data Analyst look like?
Working closely with the Schedule & Forecast Planner along with the National Data & Planning team, action regular analysis of schedule and forecast performance, including consulting with our Workforce Planning team and Finance Business Partners extracting and analysing various reports from QAD, JDE, Groundstar and other Catering Systems.",92500.0
Business Analyst,0,LGT Gruppe Holding AG,NSW,,Finance,Private,1001 - 5000,0,0,0,0,1,0,0,0,0,0,0,"Category
Business Development
Workload
Full Time ( 80%)
Posted on
20 August 2024

LGT is the largest Private Banking and Asset Management group in the world to be owned by an entrepreneurial family. As the family office of the Princely House of Liechtenstein, we have years of eperience in the management of sizeable sums of assets.
Your challenge",119500.0
Other,0,Laneway Analytics,VIC,,,,,,,,,,1,1,1,0,1,1,"by Grant Callaghan | Sep 13, 2023 | Work with us | 0 comments
We are seeking a junior actuarial analyst or recent actuarial graduate who is keen to develop their skills in non-traditional areas.
The Job
Have you always wanted to be part of an exciting analytics company, developing new technology and delivering innovative analytic solutions that solve incredibly challenging business problems? In this role, you will be a key member of our team advancing our data and analytics platform to solve our customers’ unique business challenges
Availability: Full time
Head Office: Melbourne / Hybrid / Remote (overseas)
Industry: Superannuation, Data Analytics. Data modelling, visualisation, analysis. Insight generation. Software as a Service.
How to apply: Send a short, clever, personalised email addressed to Garvin at jobs-analytics@lanewayanalytics.com.au
About Us
Laneway Analytics is an innovative analytics software company and consulting firm whose solutions have been developed in partnership with leading financial services companies. We operate in an agile fashion by not limiting ourselves to certain technologies to achieve quality outcomes for our customers.
We think about data and analytics differently. We help regular business users understand their data, get meaningful insights from their data to empower data driven decisions.
What makes us different
Our senior team has a track record of successful starting and growing companies in the Analytics space. Our expertise, network and culture are driving our young company forward into this phase of growth.
You will work in a team driven culture. We surround our team with interesting challenges, innovative minds and emerging technologies. We have a passion for building solutions and creative products to solve the most complex and interesting business problems.
We are lean and agile; no committees or bureaucracy to get in the way of rapidly innovating and differentiating our solutions.
What we’re looking for
We are seeking a junior actuarial analyst or recent actuarial graduate who is keen to develop their skills in non-traditional areas. As an Actuarial Analyst, you will work together with a great team to create engaging analytic tools and deliver great insights for our customers and internal teams.
You will be working with senior actuaries to help our superannuation fund customers with their data and regulatory needs. You will assist in the development and maintenance of actuarial models, and prepare reports and presentations summarizing findings and recommendations.
You will model data within databases such as Microsoft SQL Server, Amazon Redshift, Amazon RDS, PostgreSQL using languages like SQL and Python.
You will be working with complex datasets, identifying patterns and trends, and surfacing results to relevant stakeholders using BI tools such as Tableau and Power BI.
You will work with a range of technologies hosted with Amazon Web Services (AWS) and Microsoft Azure.
You are super smart, adaptable, understand how the superannuation and technology landscape is changing, and have always wanted to work in a culture that provides the freedom to innovate and challenge the status quo. You are open to working onsite, remote, hybrid, or looking to move to Australia one day.
Who you are
Your technical expertise and experience will ideally include:
Understanding of the Australian superannuation landscape and regulations
Experience in developing actuarial models
Experience in working with relational databases, including star schema data modelling, and performance tuning
Experience in data analysis and visualization. Experience working with Tableau or equivalent data visualisation and BI tools (e.g. Tableau, PowerBI)
Business analysis, data profiling experience
Knowledge and experience of statistical methods and their applications
Exposure to advanced analytics applications, with the ability to program in Python and/or R
Do not worry if you do not have experience across all these areas. We value your ability to learn and absorb new information.
Personal attributes:
Excellent communication and presentation skills with an ability to present technical solutions concisely to a range of client stakeholders
Demonstrated passion for diving into technical issues and solving customer problems
Demonstrated critical thinking (scientific method) and advanced self-troubleshooting skills and qualities
Well organised, proactive and collaborative
Strong task/deliverable management skills, able to work on multiple tasks/deliverables simultaneously and report to your project teams on progression against tasks
Ideally you will have a relevant quantitative Bachelor degree and experience working with complex data sets within an insights driven organisation. Perhaps you have experienced what it is like working for a big company: at first the structure was informative, now its limiting. Now is the time for the freedom to shine, the freedom to innovate, with the support of like-minded individuals that are thoughtful, humble and super smart.
How to apply
Please send a short, clever, personalised email addressed to Garvin at jobs-analytics@lanewayanalytics.com.au *we will only consider these applications – don’t do the in-app instant reply that is generic and gives us no insight into who you are and why this is a great opportunity for you.
We know that nobody’s perfect, and that no one ever matches 100% with a job description. That’s okay we’re human after all! Diversity of thought and background are core to our culture, if you’re excited about this role, please apply today!
About Laneway Analytics Laneway Analytics helps super funds identify and visualise the data they need to bridge the gap between data and the business to better understand members, fund performance, and differentiate and improve their services and products. Our mission is to partner with super funds to accelerate their journey towards a culture of data-led decision-making for the future. www.lanewayanalytics.com.au",
Business Analyst,1,Qvest GmbH,NSW,,,Private,1 - 50,0,0,0,0,1,0,0,0,0,0,0,"Senior ICT Business Analyst/Senior Consultant
About the Business
Qvest GmbH is a world leading systems architect and ICT integrator in the fields of broadcasting and media technology, specialising in the television, media and telecommunications industries. Our company has a powerful spectrum of services consisting of consulting and development, systems integration, service and support. We offer expertise in the design, development, implementation and operational support of media technology infrastructures.
With our headquarter in Germany, Qvest GmbH has successful operations throughout Europe, Middle East and South East Asia. With an increasing client base in Australia, Qvest GmbH is giving you the opportunity to be part of a globally successful company.
About the role",175000.0
Data Scientist,0,TikTok,NSW,,Technology,Private,10000+,0,0,0,0,1,0,0,0,0,0,0,"Responsibilities
TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and its offices include New York, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.

About the Team
TikTok’s data scientist team is a critical component of the platform’s success, responsible for leveraging data to enhance user experience, optimize content delivery, and drive business decisions. As a leading social media app known for its short-form video content, TikTok relies heavily on data science to stay ahead in a competitive market.

Job Description
Qualifications



TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",128000.0
Data Analyst,0,Zurich Insurance,NSW,,Finance,Private,10000+,0,0,0,0,1,0,0,0,0,0,0,"How does 5 weeks leave per year, an impactful career that you’ll truly love, and working for a great organisation that empowers wellbeing sound like to you?

A new adventure awaits…

At Zurich we’re on a journey towards a brighter future… A brighter future for you - focused on your career, your wellbeing, and your community - as well as our customers and the planet.

This exciting adventure will drive positive impact. So, if you want to be part of a values led organisation, that is a leader in the insurance industry with a track record of making a real difference and continuously taking steps toward a sustainable future for our people, customers, communities, and our planet…read on!",114000.0
Data Scientist,0,Baptcare,VIC,,Technology,NPO,,0,0,0,0,1,1,1,1,0,0,0,"Full-time

Camberwell, VIC

About Us

At Baptcare, we care. Our Mission and Vision are lived through our WE CARE Values: for our residents, customers, clients, partners, and supporters; with the very young through to the very old, the vulnerable, with families through all of life’s stages and challenges.

Baptcare is a purpose driven organisation working across Victoria, Tasmania, and South Australia. Focused on providing residential and community care for older people and support to children, families, and people with disability, financially disadvantaged people and people seeking asylum.

Our Values are Wellbeing, Ethics, Co-creating, Accountability, Respect and Effectiveness .

About the Role

The Data Scientist role is responsible for leading, building, implementing, and supporting AI and statistical analysis. The role prepares complex data, training data sets, builds and tests models, and is responsible for documentation, and ongoing evaluation of AI algorithms. The Data Scientist demonstrates expertise in all stages of AI and statistical analysis, AI development, and execution methodologies, offering an in-depth knowledge of AI to its stakeholders, peers, and the organisation.


Gather data, analyse, and research to develop insightful conclusions and generate solutions to address user needs

Oversee, develop, test and implement machine learning algorithms for predictive and prescriptive analytics

Build datasets for training data sets for models Lead, monitor and evaluate AI modelling and accuracy

Maintain a good understanding of ongoing research and product/feature releases in the space of generative AI

Work closely with data engineers to ensure good data quality, integrity, and availability of data

Desirable

Experience in data modelling and data storage systems, as well as knowledge of modern data warehouse technologies and approaches.

5+ years Proficiency in data science and analytics tools/platforms such as SQL, R, Excel, JavaScript, or Python

1-2 years experience in building and implementing ML/AI models

For You

Baptcare is focused on living our values, not just talking about them. You’ll find the culture at Baptcare is one of genuine respect, support, and positive intention. We work hard to achieve results through change, continuous improvement, and ongoing focus on providing the best service delivery to our stakeholders.


Work with a supportive and dynamic team.

A competitive salary, plus access to the tax benefits of salary packaging and novated leasing.

Career and development opportunities.

Access to confidential counselling and support services.

Be part of an organisation and a team that is driven to make a difference to the lives of our vulnerable community members.

Only short-listed applicants will be contacted.

Applicants must have the right to work in Australia.

The successful applicant will be required to undergo a National Criminal History check.

If you require support with the application process, please contact gvenizelos@baptcare.org.au

At Baptcare, we value diversity in all forms and aim to co-create inclusive experiences and communities with our employees, volunteers, the people we work alongside and our partners. We are committed to diversity and inclusion across all we do and to building communities and workplaces where everyone belongs.

Baptcare is dedicated to the safety, empowerment, and participation of all children. We have zero tolerance of child abuse and are committed to a thoughtful, protective environment that supports infants, children, and young people to feel safe and respected.",125000.0
Data Analyst,0,Randstad,Other,,Other,Public,501 - 1000,,,,,,0,0,0,0,1,0,"Randstad Defence is proud to be a part of the Australian Defence Industry. Our defence client is seeking an experienced data analyst to work on an exciting integrated defence project that supports the decision of the Defence Investment Committee by providing independent analysis of the capability delivery data.
The candidate must be an Australian citizen andhave or be eligoble for a defence clearance
About the Role
Use Power BI and other business intelligence tools to create dashboards to enable data visulaisation that will assist in decision making related to capability delivery.
Use existing data systems and data platforms used by defence to perform complex analysis of capability delivery data.
Use data derived from various sources to assist in tracking project health status and track project progress.",
Data Scientist,0,Bond Executive,NSW,,Technology,Private,,0,0,0,0,1,0,0,0,0,0,0,"M
Posted by
Mike Lancefield
Recruiter
A unique opportunity to work within an ASX listed Bank to help drive GenAI solutions. Their mission is to create impactful solutions that drive progress and better serve their customers.
Position Overview: As a Generative AI Specialist, you will play a key role in developing and implementing advanced AI models that can generate creative and practical solutions across various applications. You will collaborate with a diverse team of engineers, data scientists, and product managers to leverage generative AI for new and existing projects, contributing to our mission of delivering innovative and effective AI-driven solutions.",117500.0
Data Engineer,0,Dipole Group,NSW,,,,,0,0,0,0,1,1,0,0,0,0,0,"Data Engineer
About Dipole Group
We are a wholly Australian owned and operated ICT and Telecom networks specialist delivery business. Dipole operates locally, regionally, and internationally. Our capabilities span across Telecommunications, Finance, Insurance, health, Public Services, Print / Digital Media, Broadcast and Supply Chain.
The Role
We are looking for a highly skilled Data Engineer with strong experience to join our growing team and contribute to the development that empowers our organization to deliver exceptional customer experiences. Apply your expertise, technical acumen, and leadership skills to drive innovation and make a significant impact on our business growth.
The Data Engineer will be responsible for designing, developing, and maintaining backend systems and REST APIs, ensuring optimal performance and reliability. The ideal candidate will have a strong background in PHP, Composer, and experience with ElasticSearch, Redis Master-Slave Replication, Ansible, Python, and cloud infrastructure.",90000.0
Data Analyst,1,Chanel,NSW,,,Public,,,,,,,0,0,0,0,0,0,"Chanel is a world leader in creating, manufacturing and distributing luxury products, including Ready-to-Wear, Accessories, Fragrances, Makeup, Skincare, Jewellery and Watches. Founded by Gabrielle Chanel in 1910, the House remains dedicated to quality craftsmanship and offering high-end creations. At present, Chanel employs more than 32,000 people worldwide.
Chanel is dedicated to creating the conditions for people to perform at their best, building on their strengths and enabling them to benefit from new opportunities. It offers a unique working environment where people are given time to understand the brand, the business, and develop their personal motivations. This means everyone can grow, continue to be inspired and feel included, now and in the future. The company fosters true collaboration and respect for all, grounded in the belief that diversity is essential to the success of the organisation and its people.
Chanel are now recruiting a Data Analyst Manager to join the ANZ business on a 14 month fixed term contract.",
Data Engineer,0,Ariato Technologies,VIC,,,,,0,0,0,0,1,0,0,0,0,0,0,"Full-time Data Engineer required to design, develop and implement big data analytics applications on AWS/Azure/GCP cloud
Responsibilities:
Liaise with business stakeholders to gather requirements
Strong experience in SDLC delivery, including waterfall, hybrid and Agile methodologies. Experience delivering in an agile environment
Design and build pipelines to migrate data from source systems onto enterprise cloud
Collaborate with cross-functional teams to understand business requirements and translate them into data analysis tasks
Create insightful visualizations and reports to communicate analysis findings to stakeholders.",100000.0
Other,0,ecare careers,VIC,,,,,1,0,0,0,0,0,0,1,0,0,0,"Company Overview:
Ecare Careers is a leading consulting firm specializing in connecting top talent with outstanding career development opportunities. We are committed to delivering exceptional service to our clients by leveraging industry expertise and innovative solutions. Our team is dedicated to fostering long-term relationships and providing strategic recruitment support across various sectors.
Job Overview:
The Business Development Analyst will play a pivotal role in identifying, analyzing, and developing new business opportunities to drive the growth of our business. This position requires a strategic thinker with strong analytical capabilities and excellent communication skills to support our business development efforts.
Responsibilities:",59280.0
Other,0,Hostplus,VIC,,,Private,201 - 500,0,0,0,0,1,0,0,0,0,0,0,"Apply
Job no: HP1348
Category: Investments
How will you make an impact?
You will provide improved risk and performance analytics, and cashflow and liquidity analysis to support effective investment decision making.
The opportunity
We are is seeking numerically literate, self-starting problem solvers to develop and extend the Investments team’s data, risk and modelling capabilities. As and investment analyst you will support with optimizing long-term net investment returns by providing key inputs into capital deployment, portfolio construction and investment risk.",85000.0
Data Engineer,0,TEEG (The Entertainment & Education Group),NSW,,Other,Private,1001 - 5000,0,0,0,0,1,0,0,0,0,0,0,"Who is TEEG?

TEEG (The Entertainment & Education Group) is one of the world’s largest entertainment brands and includes our brands Kingpin, Zone Bowling & Timezone. Worldwide we have over 300 entertainment venues; all devoted to creating remarkable experiences for our guests! Our Support Office is based in North Sydney and is a creative, collaborative & hard-working hub fuelled by the shared love of our coffee machine & highly popular sparkling water tap. We work HARD but we sure know how to have FUN!

Responsibilities
We are seeking an Azure Data Engineer to join our Business Intelligence team in North Sydney team. Work in a fast-paced team using agile project management methodologies.


Skills and Experience
Reporting into the Head of Business Intelligence, this role is paramount to the IT team and the upcoming Azure and Global projects.


What’s on offer?
If we sound like the perfect fit for you, apply now!

At TEEG we love to celebrate what makes you, uniquely you. We welcome all applications regardless of your gender, ethnicity, age, sexual orientation or accessibility. After all, we are ALWAYS #BetterTogether",131000.0
Data Analyst,0,Commonwealth Bank of Australia,NSW,,Finance,Public,10000+,0,0,0,0,1,0,1,0,0,0,0,"Remediation Data Analyst
Do work that matters

The Chief Data & Analytics Office (CDAO) are responsible for driving an uplift in the Consumer Data and Analytics capability across the Retail Bank. The area comprises of several functions and to support the goals of Group priorities.

See yourself in our Team

Our Remediation team is responsible for remediating our retail customers in a fair, transparent, efficient, timely and consistent way; in a manner that protects the fair and efficient operation of the market and engenders confidence in our products and services.



As a Remediation Data Analyst, you will utilise a variety of analytical tools such as SQL, Teradata in conjunction with large data sets to enable business leaders to make better decisions. Through the delivery of quality analytics and insights, you will contribute to the management of the end-to-end governance framework, ensuring products meet the standards we adhere to for our RBS customers.

This role is 12-month secondment/ max term contract.





We support our people with the flexibility to balance where work is done with at least half your time each month connecting in our office.

We also have many other flexible working options available including changing start and finish times, part-time arrangements and job share to name a few. Talk to us about how these arrangements might work for you.



If you're already part of the Commonwealth Bank Group (including Bankwest, x15ventures), you'll need to apply through Sidekick to submit a valid application. We're keen to support you with the next step in your career.

We're aware of some accessibility issues on this site, particularly for screen reader users. We want to make finding your dream job as easy as possible, so if you require additional support please contact HR Direct on 1800 989 696.

Advertising End Date: 05/09/2024",112500.0
Data Analyst,1,Alvarez and Marsal,,,Other,Private,5001 - 10000,,,,,,0,0,0,0,0,0,"Description


Senior Data Analyst – Business Intelligence Unit


Companies, investors and government entities around the world turn to Alvarez & Marsal (A&M) when conventional approaches are not enough to make change and achieve results. Privately held since its founding in 1983, A&M is a leading global professional services firm that provides advisory, business performance improvement and turnaround management services.",
Data Analyst,0,Uniting Vic.Tas,VIC,,Technology,NPO,5001 - 10000,0,0,0,0,1,0,0,0,0,0,0,"Get our people data ready for a new HCM & work in an organisation doing good.
$120-$150k including super + up to $15,900 in salary packaging benefits.
Full-time max term 18 months, Melbourne CBD + work-from-home days.
About the role
We have commenced a project to implement a new Human Capital Management (HCM) system to improve our workforce management and help us streamline our processes.
As our HCM Data Analyst, you will play an important role in getting our people data ready for the implementation of the new system. Key to this will be working with our People & Culture and Payroll Data owners, other stakeholders and the HCM vendor to establish and implement a successful data cleansing and migration plan.",135000.0
Data Analyst,0,Binance,NSW,,Technology,Private,5001 - 10000,0,0,0,0,1,0,0,1,0,0,0,"Binance is the leading global blockchain ecosystem and cryptocurrency infrastructure provider whose suite of financial products includes the world’s largest digital-asset exchange.
Our mission is to accelerate cryptocurrency adoption and increase the freedom of money.

If you’re looking for a fast-paced, mission-driven organization where opportunities to learn and excel are endless, then Binance is the place for you.
Responsibilities
Work across all aspects of data from engineering to building sophisticated visualisations, machine learning models and experiments
Analyze and interpret large (PB-scale) volumes of transactional, operational and customer data using proprietary and open source data tools, platforms and analytical tool kits",135000.0
