,Job Title,Company Name,Location,Work Model,Employment Type,Industry,Company Type,Company Size,Job Description,Salary
283,"Director, Data and Information Governance",u&u. Recruitment Partners,Brisbane QLD,missing,Full time,Management (Information & Communication Technology),missing,missing,"Are you ready to lead a transformative journey in data governance at DESI? As the Director of Data and Information Governance, you’ll be at the forefront of shaping and enhancing our digital capabilities. Reporting directly to the Chief Digital Officer, you'll not only develop and implement cutting-edge data governance frameworks but also have the opportunity to build and lead a team that will drive this crucial function across the department.

Key Responsibilities:
Lead the development and implementation of DESI’s best practice Data Governance Framework, aligning with our new Digital and Data strategies;
Cultivate a data-driven culture that enables seamless data sharing and innovative practices across the department;
Represent DESI in key government forums and working groups, influencing cross-jurisdictional and federal initiatives on data sharing and open data; and
Empower and develop a high-performing team that delivers impactful data governance solutions.
What’s On Offer:
Flexible working arrangements that support work-life balance and personal well-being;
Generous superannuation benefits above the national minimum; and
The chance to make a real difference by contributing to environmental and community outcomes for Queensland.
About You:
Proven experience in data governance or data management, with a strong emphasis on data quality, metadata management and data stewardship;
A commitment to fostering a workplace culture of equity, diversity and inclusion;
Ability to build and sustain relationships that deliver collaborative, customer-focused outcomes; and
A results-driven mindset, with a strong sense of accountability and professionalism.
Application Information:

* Provide your current resume (max. 4 pages)

* Provide a short statement (max. 2 page) that briefly describes why you are the best suited person for this role noting, our department values equity and diversity so please include information that will help us understand how you could contribute to our workforce diversity.

To enable the selection panel to confirm that you are eligible for priority consideration, the panel requires your written assertion that you are a person with a disability or who identify as Aboriginal and / or Torres Strait Islander. This assertion should simply affirm that you possess the appropriate attribute. No further detail of the attribute itself is required by the panel or should be provided by the candidate.

This role is open to all applicants, however, applicants who identify with disability or who identify as Aboriginal and / or Torres Strait Islander that meet the minimum requirements of the role, will be given priority consideration and invited to participate in the next selection activity.

Applications to remain current for 12 months.

Apply now!

For more information or a confidential discussion please call Tyler Dewar at u&u on 0455 668 294 or email tyler.dewar@uandu.com quoting reference number 38254.

At u&u Recruitment Partners, we value diversity, equity and inclusion. We welcome applications from Aboriginal and Torres Strait Islander people, people with diverse cultural and linguistic backgrounds and people with disability.

Should you require reasonable adjustments throughout the recruitment process, we encourage you to make a request via adjustments@uandu.com or phone the above-mentioned u&u consultant to discuss. In response to these requests, we will collaborate closely with you to implement the appropriate adjustments.

Additionally, for a barrier-free and inclusive online experience, you can access u&u’s opportunities using accessibility software Recite Me at https://www.uandu.com/jobs.

Please submit your resume in Word format only.",missing
284,Data Engineer - OT experience,Akkodis,Perth WA,missing,Contract/Temp,Engineering - Software (Information & Communication Technology),missing,missing,"Akkodis delivers digital and engineering expertise to accelerate innovation and digital transformation. By combining a unique service offering of Consulting, Solutions, Talent and Academy Akkodis enables businesses to transform, scale and perform.
Key accountabilities will include:
Work on cutting edge technology on mobile heavy mining equipment and railway equipment with the project team and a multidisciplinary engineering team.
Responsible for test data management and data offloading pipeline for all Green Fleet projects.
Develop standards for data signal naming and set correct naming and grouping across the whole data pipeline from onboard data logger to offboard database.
Design efficient database architecture and the best way to store large datasets.
Manage big data in various databases (i.e. AWS S3, Snowflake, SQL, InfluxDB) and ensure data are available to all consumers.
Create standard workflow and documentations for setting up data software and platform.
Manage data logging software and specialised test data logger.
Qualifications and skills required:
Bachelor's degree in Computer Science / Software / Network Engineering, or related field.
5+ years of experience in design and delivery of complex data warehousing and data management field.
Experience with writing and optimising SQL queries is essential.
Experience with MQTT protocol (Sparkplug B) is essential.
Experience with Python, Java and .Net framework is highly advantageous.
Experience with Confluence, Jira and GitHub for issue tracking and version control workflow is highly advantageous.
Experience with industrial communication protocols (i.e. Modbus, Ethernet/IP, Profinet, OPC-UA, CAN bus) is highly advantageous.
Experience with AWS, Azure cloud platform and Snowflake cloud data platform is highly advantageous.
Experience with report dashboard development (i.e. Tableau and Power BI) is highly advantageous.
Knowledge of network, server and cyber security best practices is highly advantageous.
Excellent troubleshooting, analytical and communications skills.
Proven ability to work with diverse stakeholders and in multidiscipline teams
Our Mission:
Being the leading enabler in the Smart Industry for our customers, and the thought leader in the market to prepare for tomorrow.
Our focus is on developing a diverse team of people who want to excel. We offer careers that span countless domains, projects and challenges across IT and Engineering.
Our vision is to be a World Class technology partner, bringing Insight, Velocity, Value and our Smart People together, making a difference in our clients and the community.
Privacy: Due to new privacy laws regarding the collection and handling of personal information, all applications must be submitted online. Once you click on the ""apply for this job"" button below you will be directed to our Online Centre where you will have the opportunity to read and agree to our Privacy and Consent statements and it will allow your details to be formally lodged and processed correctly.
""Akkodis is an Equal Opportunity employer, committed to all forms of workforce inclusion. We actively invite and encourage applications by candidates from diverse backgrounds""
Disclaimer: Unfortunately, due to the nature of the role only those who meet the minimum requirements of the role will receive a response!
Contact: Talented, committed, can-do individuals have always been the cornerstone of this dynamic business. If you have what it takes to thrive in this role and want to know more, please reach out to Rose Hampton on rose.hampton@akkodisgroup.com",missing
285,Transformation & Reporting Analyst,La Trobe Financial Services Pty Limited,Melbourne VIC,missing,Full time,Business/Systems Analysts (Information & Communication Technology),missing,missing,"About La Trobe Financial
Australia's premier Alternative Asset Manager since 1952. Our culture combined with our commitment to service and our customers has seen La Trobe Financial grow to over $20 billion Assets Under Management and over 550 employees deployed across Melbourne and Sydney.
The Opportunity 
As the Transformation & Reporting Analyst in our Asset Management Division you will be responsible for the digital transformation journey of La Trobe Financial, through intelligent, integrated tools and processes. In addition, providing comprehensive reporting solutions to produce and maintain a set of high quality regularly reports. You will be responsible for supporting various stakeholders in their day to day data and analytics needs by highlighting useful information and supporting decision making.
You would be involved in testing and helping document business cases, scoping and planning projects as well as creating resources such as tools, calculators and reports as required.
We are looking for an individual who has strong technical ability, with a high operational understanding, preferably across the Investments and/or within the Financial Services field. This person will be required to have good stakeholder management and work in a sometimes high pressured environment with the ability to be flexible and agile where priority changes are being met to achieve business strategic deadlines. 
Key Responsibilities 
Support and understand the need for change; constructively providing input into continuous improvement and change initiatives. 
Gathering, documenting and validating internal requirements for new systems via workshops, 1:1 meeting, etc. 
Solve complex problems, via the implementation of intelligent system and processes.
Documenting business requirements and existing processes
Overseeing the end to end delivery of any new reports required
Stakeholder management across both the business and IT
Provide support for transformation strategies for Asset Management initiatives, including identifying the business impacts as well as owning the delivery of the transformation program
Assisting and/or leading testing programs pre and post implementation
Partnering closely with stakeholders to understand and accurately capture their analytics and reporting requirements.
To create engaging dashboards, in a variety of platforms including but not limited to Excel, Tableau, Anaplan and Power BI/Power Apps.
Identify opportunities for process improvement and automation to increase efficiency and effectiveness 
Perform data validation and quality assurance to ensure accuracy and consistency. 
Acquire data from primary or secondary data sources and maintain data governance processes
About you
Present with a strong business acumen and industry awareness with a minimum of 5 years of experience with Investments or within the Financial Services Industry
Bachelor in a Business Analyst or related field (desired, but not mandatory) 
Experience in supporting delivery of change and transformation programs
Ability to work with multiple stakeholders including external vendors and multi vendor projects
Excellent written and verbal communication skills
Strong conceptualisation of processes and the ability to quickly grasp new concepts
Strong understanding of up to date technology and all Microsoft applications 
Ability to work autonomously and in a team environment where high pressure is expected
Ability to adapt and demonstrate a flexible and agile mindset
Strong administrative, organisational and time management skills
A fluid approach to negotiating, decision making and the ability to foster and build relationships. 
Has evident experience in providing solutions and problem solving. 
Employee Benefits
Flexible working arrangements 
Paid Birthday Leave
Paid volunteer days 
Ability to purchase additional Leave 
Employee Assistance Program (EAP)
Training opportunities 
Social Events 
Retail discounts with Reward Gateway
Please note, only shortlisted candidates will be contacted.  ",missing
286,Research Assistant - 0.5 FTE - Contractor,Nebula Health,"Richmond, Melbourne VIC",missing,Contract/Temp,Clinical/Medical Research (Healthcare & Medical),missing,missing,"Research Assistant Position
Nebula Health is working in collaboration with Monash Health and is excited to announce an excellent opportunity for a Research Assistant (0.5 FTE working as a contractor) to join our innovative team. This role focuses on a project involving a new type of sleep testing kit for children.
 About the Position
The primary objective of this position is to support a research study that seeks to validate this novel sleep testing kit. This includes managing the distribution and collection of sleep kits, coordinating with healthcare professionals, ensuring compliance with ethics requirements, and adhering to good clinical and research practices.
This position will suit a motivated candidate with excellent organisational skills, capable of working both independently and as part of a multidisciplinary team. The successful applicant is expected to take responsibility for all aspects of their work and report back to the team regularly.
 Key Selection Criteria
Relevant undergraduate or master's qualification in a related field
Experience in clinical research.
A self-starter with strong organisational skills, with the ability to manage the logistics of sending and receiving sleep kits.
Excellent communication skills for coordinating with doctors and other healthcare professionals.
Knowledge of ethics requirements in clinical research and ability to manage these effectively.
Adherence to good clinical and research practices, ensuring high-quality and accurate data collection.
Proficiency in basic computer skills and ability to accurately record data and results.
Ability to manage time effectively, being reliable and approachable.
 Terms of Appointment
This position is available for 1-2 years, at 0.5 FTE as a contractor. Salary is dependent on qualifications and experience. There may be the opportunity to undertake more related work.
 Remuneration
Research Assistant (PSP3 0.5 FTE)
Total remuneration is: $41,204 per annum
Super will not be included as it's a contractor role
 How to Apply
Please apply by uploading your CV, cover letter, and a document addressing the key selection criteria in PDF format. In your cover letter, please address how many ethics applications you have been a part of completing?
  Join us at Nebula Health and be part of an innovative project that aims to improve children's health through advanced sleep testing techniques.
 https://www.healiox.com.au/
https://www.nebulahealth.com/",missing
287,GIS Analyst,WestWind Energy Pty Ltd,"Gisborne, Bendigo, Goldfields & Macedon Ranges VIC",missing,Full time,"Power Generation & Distribution (Mining, Resources & Energy)",missing,missing,"WestWind Energy is a company that has successfully developed renewable energy projects in Australia since 2004. Our mission is to be a driver of change towards a sustainable energy future for our planet. We do this through the development of cost effective, renewable energy generation and storage solutions refined through technical excellence, commitment to communities, and cohesive company values. The company offers a modern workplace in beautiful regional Gisborne and fosters a strong team culture.
We are honest, open, ethical and fair. We do what we say we will do, and people trust us to adhere to our word.
For a wind farm project to become a success it is crucial that WestWind Energy works collaboratively and harmoniously with landholders, community and consultants. We follow a very thorough and detailed process when developing a wind farm, to ensure project viability and to generate the best possible result for the community, including landholders.
This role plays a critical role in developing quality mapping, and communication of key messages through production of high-level special interest maps (planning application quality) and drawings of wind farms and associated infrastructure.
Key activities include, but are not limited to:
Assist the manager with all GIS and CAD work within the project development team of WestWind Energy, including the setup of systems and organisation of files. 
Correlation between maps and onsite features to ensure factual correctness using reports, aerial photography, physical site truthing, GPS and relevant software systems. 
Perform data field collection (GPS) 
Assist with the production and assessment of development designs, studies and reports providing detailed comments and recommendations to management for consideration.
Assist with the drawing and designing of renewable energy projects on Q-GIS or other relevant software systems.
Assist with the management of GIS data and other spatial information for the company’s work on renewable energy projects, including assistance with creating, compiling, and maintaining company files.
Assist in the monitoring and development of project plans for the company’s work on renewable energy projects, including assistance with desktop studies to inform risk assessment reports for management to assess potential project viability
Assist with the preparation of topical presentations for the development team (ie. for panel hearings, stakeholder meetings and presentations to community groups, investors and others).
Assist with wind monitoring campaigns for the company’s work on renewable energy projects using conventional and emerging technologies.
Identify opportunities to streamline workflows and automate repetitive tasks within the GIS and CAD processes. Implement and oversee the integration of new tools, scripts, and software enhancements to improve efficiency and accuracy across the project development team.
Create, test, and support the development of plugins and tailored workflows in GIS, CAD, and other relevant software systems to enhance the capabilities of the wider project teams. Collaborate with team members to ensure that these tools meet the specific needs of various projects and contribute to overall project success.
Oversee the processing, storage, and organization of aerial imagery and LiDAR datasets. Implement systems to ensure these datasets are readily accessible to the broader project team, enabling effective use in project planning, design, and analysis. Ensure data integrity and compatibility with relevant software tools to support accurate and efficient project development.
Required Qualifications
Proficiency of ArcGIS 10 and QGIS. Able to perform edits and updates to mapping system as required. 
Ability to use internet search engines to find accurate, relevant and current source materials
Sound knowledge of materials, software, and equipment used for drafting, surveying, construction and electronic mapping. 
Proficient in the use of standard business software (Microsoft Word, Excel and Windows) and general interest in internal IT systems.
Familiarity with Python for automating tasks, data processing, and developing custom scripts to support project workflows.
Knowledge of materials, software, and equipment used for drafting, surveying and electronic mapping including GPS. 
Valid Driver’s License. 
Demonstrated ability to meet strict project deadlines with competing priorities.
Demonstrated ability to take ownership of work, ensuring completion aligned with expectations with minimal direction.
Well-developed communication skills – both written & verbal, to facilitate communication and understanding amongst a diverse stakeholder group.
Strong time management, organisation and problem-solving skills. 
Proficient in SQL for querying, managing, and analyzing spatial and non-spatial data within databases.
Experience with database management, including the setup, maintenance, and optimization of databases to ensure data integrity and accessibility.
Knowledge of processing and managing aerial imagery, including the ability to ensure imagery is properly tiled and configured with Cloud Optimized GeoTIFFs (COGs) for efficient viewing and analysis.
Experience in handling and optimizing large geospatial datasets, such as LiDAR, for use in GIS and CAD systems.

Personal Attributes
Professional approach.
Self Starter, reliable and trustworthy without direct supervision
Confident manner.
Positive approach to change.
Resilient, critical thinking.
Ability to relate and work with a diverse group of people.
Highly motivated, great follow up
Know what you don’t know, willing to seek correct information and ensure ethical and transparent communication
Eager to learn and grow, both professionally and personally
Travel to regional Australia will be required as part of this role.
Please note that WestWind provides the flexibility to work from a home office, but it is an inherent requirement of this role that you will need to attend the WestWind Office in Gisborne and/or work sites at least 3 days per week (for efficient interaction with other team members, contractors, regulators and training). Under the COVID-19 Mandatory Vaccination (Workers) Directions, proof of vaccination status, or relevant exemption will be required.
West Wind Energy is an equal opportunity employer and we are committed to diversity and inclusion. We welcome applications from Aboriginal and Torres Strait Islander people, people with diverse cultural and linguistic backgrounds and people with disability. We will provide reasonable adjustments for individuals with disability throughout the recruitment process. If you identify as a person who requires adjustments to the application, recruitment, selection and/or assessment process to ensure equitable access, please advise us on the details below.
For further information on this role, a copy of the position description, or if you need support to access our application process fairly, please contact Suzanne Symon on 0426 167 223 or email suzannes@w-wind.com.au",missing
288,Senior Insights Analyst,The Recruitment Company,Sydney NSW,missing,Full time,Developers/Programmers (Information & Communication Technology),missing,missing,"Exciting and high-profile role for an experienced Insights Analyst to join a growing Fintech. You will report into the Head of Analytics and collaborate closely with Senior Leaders in the business.
It is a key role that will see you translate complex data into actionable recommendations to guide business strategies for customers. This is a central, business facing role & requires a strong communicator that enjoys building relationships, consulting & advising.
  Responsibilities
Work with business stakeholders to understand and document their data requirements
Work collaboratively with our Data Engineers to understand underlying data assets and build business centric and reusable assets to fulfil analytical needs
Work with our Data Scientists to support the development of advanced analytic models and assets
  Experience needed:
Ability to take requirements from non-technical business stakeholders and translate these into clear analytics work packages
Demonstrated ability to develop and deploy robust analytical assets (automated or repeated processes, general purpose view/table structures supporting analytics/insights). I.e., not just the generation of insights from a curated view of data.
Experience with visualization tools e.g Power BI or Tableau
Extensive experience using relational databases and analytic tools such as SQL
Financial services or Fintech experience
Knowledge of data-driven digital personalisation and A/B testing frameworks
  To be considered please APPLY interviews will be held next week.
Or for a confidential discussion please text Anna-Maria on 0426 503 822 and I will get back to you.
    This is a unique role – in a supportive & growing company where you can really make your mark.
To be considered please APPLY! Or for a confidential discussion please text Anna-Maria on 0426 503 822. Thanks!",Fantastic culture and career growth opportunities
289,Data Analytics Team Lead,Leidos Australia Pty Ltd,Melbourne VIC,missing,Full time,Database Development & Administration (Information & Communication Technology),missing,missing,"Company Description
At Leidos, we do work that really matters inspired by our mission to make the world safer, healthier, and more efficient through technology, engineering, and science. With 25 years of local experience, our over 2000 team members, work together to solve Australia’s toughest challenges in government, defence, intelligence and border protection. We’re robust and ambitious, and we empower our people to do their best work. You’ll feel inspired by what you can achieve and will be supported by an inclusive and flexible culture that genuinely cares for your wellbeing. Together, we can be the difference.
We've got so much to offer at Leidos, here are a just a few of the Benefits we provide our team:
12 Extra Days Leave: Life Days are the Leidos way of recognising that we all need some extra time out to take care of life. By working slightly more than the minimum weekly hours (2 hours per week for full timers) you can accrue up to an extra 12 days of leave per year.
Leidos Life Hub provides access to discount offers or cashback rewards with over 400 Australian and International retailers.
Professional development and support to set you up for success and assist you in achieving your career aspirations.
Our exciting programs at Leidos develop and support our Federal Government customers IT systems, including mission critical classified systems that cover a wide breadth of software engineering disciplines including enterprise systems, web applications, cyber security, geospatial systems and real-time signal processing. These are developed using the latest agile processes and industry best practices, leveraging leading commercial and open source frameworks and tools.
Job Description
Your New Role
Leading a team of data scientists and data engineers to identify, design, develop, build, install, test and evaluate data science solutions to support the Wagardi mission system and user community.
Coupled with your education and practical experience, you will demonstrate a pro-active approach with the ability to understand business needs and develop solutions to achieve company objectives. 
Experience delivering real-world data science-based projects and services based on both structured and unstructured data
Experience leading specialised teams in complex environments
Knowledge and application of technical principles, theories and concepts in the field of data science and analytics, including Artificial Intelligence / Machine Learning (AI/ML) and the application of Large Language Models (LLMs)
Strong problem-solving skills with the ability to research and devise innovative data analytics solutions
Qualifications
About You and What You'll Bring
Essential skills: hands-on proven commercial experience including:
Working directly with external customer and user organisations to uncover, define and deliver new and innovative data science-based products and solutions solving real-world problems
AI/ML and the application of LLMs
Strong research, maths, stats and/or programming background
Knowledge and application of technical principles, theories and concepts in the field of Data Science
Working with both structured and unstructured data
A broad range of data technologies, such as Postgres, Azure, Hadoop, Cloudera
APIs
Leading, coaching and mentoring small teams (less than 10) of data scientists and data engineers
Highly desirable skills: familiarity with a range of technologies and applications, such as:
SQL Server technologies
Programming/ scripting in R, Python, Java, Bash, Spark, Hive, TensorFlow
Git, Bitbucket
Power BI technologies
Solr
Elasticsearch/ Elastic Stack
Strong focus on customer service and outcomes.
Strong communication (verbal and written) and interpersonal skills.
Proven ability to adapt and maintain a flexible approach to changing needs or priorities.
Strong problem-solving skills with the ability to resolve complex technical issues.
Be open to researching and creating new approaches.
Ability to work autonomously as well as contribute within a team and professional environment.
Due to the nature of work we do for our customers, all applicants are required to be Australian Citizens and hold or be willing to apply for a NV2 security clearance.
Additional Information
Applicants may also need to meet International Traffic in Arms Regulations (ITAR) requirements. In certain circumstances this can place limitations on persons who hold dual nationality, permanent residency or are former nationals of certain countries as per ITAR 126.1.
At Leidos, we embrace diversity and are committed to creating a truly inclusive workplace. We welcome and encourage applications from Aboriginal and Torres Strait Islander peoples, culturally and linguistically diverse people, people with disabilities, veterans, neurodiverse people, and people of all genders, sexualities and age groups.",missing
290,Senior Data Analyst,FutureYou,Sydney NSW,missing,Full time,Database Development & Administration (Information & Communication Technology),missing,missing,"Client Details

National Retail. Flexible working options (home, office, or hybrid)

Description

Senior Data Analyst

Responsibilities:
Perform marketing analytics across web, app, and in-store platforms
Deliver ad hoc analyses, automated data pipelines, and dashboards
Translate complex data into actionable insights for stakeholders
Develop and manage data architecture to support growth
Execute and analyze test and learn experiments
Promote data literacy and foster a culture of curiosity
Profile:
Proficiency in SQL
Insights (ad hoc analysis and developing insights)
SQL
Data modelling / ETL
Experience with cloud platforms (GCP and DBT preferred)
Data visualization skills (Tableau a bonus)
Strong communication and stakeholder engagement
Several years in Marketing, Media, Retail, or Hospitality analytics
Collaborative and self-motivated
Adaptable to dynamic environments and ambiguity
Innovative and adventurous with data

Job Offer
Health and wellbeing services
Learning and development opportunities
Social events and team activities
Community involvement opportunities
6 month FTC.

Please contact Corin on 0457676048 or apply.",Attractive Salary
291,Data Engineering /Data Architect with experience in Ab Initio Corelate,iGreenData,Sydney NSW,missing,Full time,Engineering - Software (Information & Communication Technology),missing,missing,"About the business
iGreenData -A Synechron company is a next-generation technology company focusing on Cloud, Data, and Digital first solutions that are changing how technology provides value to businesses, empowering organizations to take advantage of the scalability, reliability, and improved performance of cloud computing. We offer highly differentiated technology services to our customers. Our customers benefit from the industry-leading digital and cloud capabilities we deliver together with our niche partner ecosystem. We leverage our intellectual property and our unique family of accelerators to helping our customers develop and run Intelligent businesses and transform the customer experience.
What you'll contribute to the position
As a Data Engineer, you will use technical expertise to design and implement software solutions for our customers. You'll apply your passion for building clean, robust code to large-scale systems. With your well-developed interpersonal skills, you will be an active team member and contribute to delivering customer-focused, optimal quality business outcomes.
 Roles and Responsibilities
Implement, configure, and maintain Ab Initio Corelate within the data architecture to support complex data integration tasks.
Build and execute robust data profiling jobs to analyse, cleanse, and validate large data sets, ensuring data quality and consistency.
Utilize Ab Initio Corelate for data matching, deduplication, and reconciliation processes to maintain accurate data across systems.
Develop ETL processes and data pipelines to facilitate the efficient movement and transformation of data.
Optimise Ab Initio Corelate performance through tuning and enhancements to handle large volumes of data efficiently.
Create comprehensive documentation for data engineering processes and maintain metadata for data mapping and lineage.
Stay updated with the latest Ab Initio features, releases, and best practices to continually advance data engineering capabilities.
Lead the installation and configuration of the Ab Initio Corelate tool within the enterprise’s data architecture, and CI/CD pipelines.
Create detailed documentation for the deployment processes.
Implement data matching techniques and algorithms within Ab Initio to ensure accurate data correlation and deduplication.
Develop and execute rigorous test plans with sample matching rules logic to validate the data profiling and matching outputs from Ab Initio.
Evaluate Ab Initio Corelate against alternative data profiling tools or general-purpose rules matching solutions.
Abreast of the latest Ab Initio features and industry best practices to continuously improve data profiling and matching processes.
Provide technical leadership and mentorship to team members on Ab Initio Corelate capabilities and best practices.
 Benefits and perks 
Ongoing professional and career development
We offer a highly competitive rewards and benefits package, including private healthcare and more.
We're growing, so there will be plenty of opportunities to grow your career with us as we expand
Lots of social activities
A learning organization - we invest our time and money in learning
Supporting individual learning opportunities, hosting, and attending 'brown bag' lunches, meetups
Generous training budget.
 If this opportunity sound likes something you would be interested in, we want to hear from you! Our team will assess your application, and if we feel that you could be a good fit for any of our client partners, we will be in touch regarding the next steps. You must have the right to live and work in this location to apply for this job.",missing
292,SAP Data Services,Peoplebank Australia QLD,Brisbane QLD,missing,Contract/Temp,Consultants (Information & Communication Technology),missing,missing,"About the role
This role will handle identifying, migrating, and remediating downstream data services jobs affected by our client's solution, including moving jobs from legacy to cloud applications.

Responsibilities
Determine which existing SAP Data Services jobs will be impacted by the implementation of the new CMX solution.
Transfer the identified SAP Data Services jobs from EQL's on-premise Data Services environment to EQL's cloud-hosted Data Services environment.
Modify SAP Data Services jobs as necessary to ensure they continue to support business functions following the CMX solution Go-Live.
Partner with business analysts to decommission outdated SAP Data Services jobs and models in both HANA 2.0 and Oracle Exadata.
Help establish source connections, including cloud connections, for migrated jobs and any new connections needed to support the CMX solution.

Skills and experience
Proven experience in migrating SAP Data Services from on-premise to cloud environments.
Proven understanding of the risks and management challenges in migrating SAP Data Services jobs to the cloud and decommissioning related jobs, models, and BO reports.
Proven skills in documenting SAP Data Services high-level architecture, ETL job profiling, and stakeholder/business decisions.
Proven experience in testing and documenting test cases for SAP Data Services jobs that have been migrated and remediated.

For more information or a confidential discussion, please contact Alan Kocjman on 07 3291 5401 quoting reference #263569 .


To apply please click the 'Apply Now' button.



Diversity and inclusion are strongly supported at Peoplebank. People of all nationalities, gender identities, and cultural backgrounds, including Aboriginal and Torres Strait Islander Peoples, are encouraged to apply.",missing
293,Warehouse Data Admin / Operations,Butler Freight Services Pty Ltd,"West Melbourne, Melbourne VIC",missing,Full time,"Warehousing, Storage & Distribution (Manufacturing, Transport & Logistics)",missing,missing,"Butler Freight Services is a privately owned Transport and Warehousing business located in West Melbourne.
We have a rich history in the industry and an unsurpassed passion and commitment to delivering exceptional customer service. In Feb 2017 we acquired the Extra transport business resulting in BFS Extra now being one of the largest wharf transport operators in Australia.  
We currently have an opportunity for an experienced warehouse data administrator to work as part of our team in West Melbourne to manage some key clients / accounts /areas of the business. 
Your main duties and responsibilities will be -
all aspects of stock control, including data entry, accurate processing of stock movements, inventory, reconciliations 
collecting, organizing, and analysing data related to warehouse operations. This includes inventory levels, stock movements, order fulfillment rates, and operational performance metrics
Using statistical models and techniques on historical warehouse data to predict future demand for products stored in the warehouse which helps in optimizing inventory levels, reducing stockouts, and overstocking
Monitoring KPI’s to track efficiency and productivity of warehouse operations which includes order accuracy, inventory turns and pick-packing patterns.
Identify and reduce variability in warehouse operations in statical process control 
Collaborating with supply chain team to analyze the impact of inventory decisions on overall supply chain performance and providing methods for performance improvements
The successful applicant will have the following skills and attributes:
Willingness to learn
Safety Focused
Can do attitude
Good Work ethic
Reliable, proactive and organised
If this sounds like you then click the  'apply now' button below and a member of our team will be in contact with you to discuss the suitability of your application.
Please note all applicants will be subject to Police Checks and a Pre Appointment medical.",missing
294,Material Master Data Specialist,Tianqi Lithium Kwinana Pty Ltd,"Kwinana Beach, Perth WA",missing,Full time,"Analysis & Reporting (Mining, Resources & Energy)",missing,missing,"We are a joint venture between Tianqi Lithium Corporation and IGO Ltd. As pioneers in the Australian lithium industry, we've already achieved great things, including building the first battery-grade lithium hydroxide plant in Australia, paving the way for Australia to be a major player in the global transition to a clean energy future.
We’re looking for people who want to be a part of the industry of the future - people who work with purpose and urgency, take initiative, and rise to challenges. We're seeking individuals who empower others, embrace innovation, and want to work in an open and supportive environment, where teamwork and collaboration are valued. 
At TLEA, you’ll be part of a team that is excited to be involved in a world-class project that benefits not only the Western Australian community but the world.
 ABOUT THE POSITION
Our business seeks a Material Master Data Specialist to join our team permanently, working a family-friendly Monday to Friday roster at our Kwinana plant.
As the Material Master Data Specialistt, you will obtain, analyse and process material master data within the SAP system. This includes both inputting new materials and updating old material data. 
You will be responsible for the deliverables of the master data team working alongside the Supply Chain, Maintenance, and Engineering functions.
In addition to possessing our core values of distinction, pragmatism, honesty, tenacity and innovation, this position will suit someone who can remain cool under pressure, figuring out the correct process to get things done no matter how complex. We are looking for an individual who can use rigorous logic and methods to solve difficult problems with effective solutions.
DUTIES & RESPONSIBILITIES  
Create and maintain materials master data in line with TLK processes and policies against a standard set of coding instructions.
Manage continuous development and improvement of SAP master data governance and processes.
Manage data cleansing, de-duplication, and data enrichment activities.
Update materials against the warranty process and ensure our claims are followed up.
Review and maintain critical and insurance spares.
Review engineering deliverables including multi-disciplinary drawings, OEM, and vendor
manuals, datasheets to extract materials data for cataloguing.
Supply materials information for the development of Bill of Materials (BOM’s).
Provide ongoing support for identification of equipment and spare parts for maintenance and operations team.
Knowledge of inventory management including movement types, goods receipt, reservation, and goods issues. 
Undertake implementation and technical support for the refurbishment process. 
Liaise with internal business groups and vendors coordinating the preparation of material master data. 
Act as a point of contact for any procurement queries. 
Provide ongoing support in identifying equipment and spare parts for the maintenance and operations team.
Direct reports of future parts analysist roles. 
 ESSENTIAL REQUIREMENTS 
Extensive SAP GUI and Fiori knowledge.
Five years’ experience in the SAP material master data discipline.
Advanced competency with procurement and ERP systems.
Proven ability to analyse data and take action to mitigate data quality issues.
Ability to communicate to all levels of management.
Strong collaboration and teamwork skills.
Excellent stakeholder engagement attributes and an inclusive and open style.
Proficiency in building relationships with peers and management to resolve issues and provide meaningful training.
Proven performance in identifying gaps in training and performance of end users and developing appropriate training material to suit the audience.
 HOW DO I APPLY?
To find out more about this unique opportunity, please submit your application by Thursday 29 August 2024 by clicking the 'Apply' button. All applications and discussions will be kept strictly confidential.
Applicants are advised that the shortlisting and interview process may commence before the closing date.  
At Tianqi Lithium Energy Australia, we embrace and recognise the value of diversity. We are committed to providing a work environment where everyone is included, treated fairly and with respect. We welcome and encourage applications from people from diverse backgrounds. 
We respectfully request no agency applications. Thank you.
 [SI1]Do you think we should say Tianqi Lithium Energy Australia (TLEA) is a …. Rather than “We” to address the brand issue (who is TLEA)",missing
295,Data Business Analyst,HireCloud,Melbourne VIC,missing,Contract/Temp,Business/Systems Analysts (Information & Communication Technology),missing,missing,"Data Business Analyst - Data Governance project - Super Fund - 6 month daily rate - Melbourne CBD office + Work from home

The Company:

My client is a multi-award winning Superannuation fund, with over $20 billion under management, and offering a range of top performing products.

Benefits of the role:
Melbourne CBD office close to public transport 
2 days in the office + 3 from home
Multi-award winning fund
Autonomous role
Great team and manager
The project:
You will seek to help the business understand from a holistic view point where its data is stored and what policies and processes are applied to the storage of its data
Data mapping, process mapping, data life cycle management etc
To be successful in this role, you will need:
5+ years Business Analysis experience
Strong data mapping and management experience 
Ideally you will have some experience with Acurity, SharePoint, Outlook or other similar products
Superannuation or other relevant financial services industry experience 
Ability to work in a small, hands on environment 
Apply:
Apply with your CV in word format via the link provided, or contact Hollie Broekman with any queries - hollie@hirecloud.com.au",missing
