,Job Title,Company Name,Location,Work Model,Employment Type,Industry,Company Type,Company Size,Job Description,Salary
66,Remote Data Entry Operator Full & Part Time - ENTRY LEVEL,Staffing Technologies,"East Perth, Western Australia, Australia",missing,Part-time,Staffing and Recruiting,Privately Held,201-500 employees,Are you a detail-oriented individual with a passion for organizing information? Are you looking to kickstart your career in data entry and work remotely? We have an exciting opportunity for you! Join our team as a Remote Entry Level Data Entry Operator and become an integral part of our organization.,£14.10/hr - £28.10/hr
67,Data Entry Operator ( REMOTE ),Staffing Technologies,"Sydney, New South Wales, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,201-500 employees,"We are seeking a detail-oriented data entry operator to compile, capture, and maintain our digital database. As a data entry operator, you will be required to compile, merge, and format documents for data entry, check documents for errors, input data and update the database, and manage the digital filing systems.

To be a successful data entry operator, you should possess excellent typing skills and be attentive to detail.",£14.10/hr - £28.10/hr
68,Data Specialist,ROLLER,"Melbourne, Victoria, Australia",missing,Full-time,Software Development,Privately Held,51-200 employees,"About ROLLER

ROLLER is not your average software-as-a-service company. With a global presence in over 30 countries, we're here to bring some excitement to the leisure and attractions industry and make a difference! Our mission is to help businesses operate smoothly and create fun and memorable guest experiences by providing seamless ticketing, point-of-sale, self-serve kiosks, memberships and digital waiver processes.

But here's the best part: our team. We're a group of 160+ highly passionate, enthusiastic, and down-to-earth professionals located all around the world who are all working together to build something truly remarkable. We're aiming high and believe that the possibilities are endless. As we continue to grow globally, we're excited to write our success story and have fun along the way.

We genuinely love what we do, and we're looking for like-minded people to join us on this amazing journey. If you're ready to be part of a dynamic team and make a real impact, come aboard, and let's create some unforgettable experiences together at ROLLER!



Are you passionate about leveraging data to drive impactful business decisions? Do you thrive in a high-growth, dynamic environment where your contributions directly influence success? Join ROLLER as a Data Specialist on our Payments team, where you'll collaborate closely with teams across ROLLER to ensure teams have the models, data products, and insights necessary for data-driven decision making. As our first Data Specialist, this role offers the unique opportunity to work closely with various data sources and a range of reports, all while collaborating with cross-functional teams to solve complex problems and drive our data-driven culture forward.

You'll be responsible for creating scalable data pipelines, dashboards, and reports that drive the business forward, while also providing actionable recommendations through clear and compelling data storytelling.

What You'll Do







Perks!



What You Can Expect",missing
69,Data Science Analyst ? Intermediate Level,Workforce Australia for Individuals,"Sydney, New South Wales, Australia",missing,Part-time,Government Administration,Government Agency,1 employee,"Posted: 19/08/

01/09/

Job Type: Contract

Location: Sydney

Job Category: Banking and Financial Services

With over $70B in funds under management, CSC has provided superannuation services to employees of the Australian Government and members of the Australian Defence Force for over 100 years. We are proud to serve those who serve Australia.



Every day, CSC makes a real difference by guiding our customers to make the right choices, and to feel confident about their financial wellbeing. Through our world-leading investment strategies, we are always growing and improving. That means creating an environment where each and every one of us has the opportunity to strive together for excellence.





We are seeking an engaging and enthusiastic Data Science",missing
70,Data Analyst,Jacana Energy,"Darwin, Northern Territory, Australia",missing,Full-time,Utilities,Government Agency,51-200 employees,"Vacancy Number: 42240013

Agency: Jacana Energy

Number of Vacancies: 1

Work Unit: Commercial

Location: Darwin

Primary Objective: Undertake wide range of analysis to assist Jacana Energy to make informed strategic decision and better understand its commercial and operational business activities, focusing on improving the availability, quality and accessibility of key data sources.

Contact: Rahul Sharma at Rahul.Sharma@jacanaenergy.com.au

Remuneration Package: Remuneration Package $121,075 - $147,119 (including salary $107,296 - $130,442)

Experience Level: Jacana Energy Level 3",missing
71,Product Manager,KPMG Australia,"Melbourne, Victoria, Australia",missing,Full-time,Business Consulting and Services,Partnership,"5,001-10,000 employees","Job Description

Our Connected Technology Group (CTG) defines and drives the digital, data and technology strategy for KPMG. We have an important advocacy role for technology in the market and across KPMG, working with our technology leaders to build our market presence. We cultivate collaboration and integrate tech execution across our business, driving a firmwide approach to how we go-to-market and build the capability of our people and attract new talent.",missing
72,Data Scientist,Mane Consulting,"Melbourne, Victoria, Australia",missing,Full-time,IT Services and IT Consulting,Privately Held,11-50 employees,"Get recognition and reward working with this a pioneering industry leader, as they embark on a transformative journey! The Data Scientist will drive internal data analytics projects serving all areas of the company. Investigations will vary from short preliminary explorations to deeper, longer-term studies.

You will have the opportunity to work side by side with talented, motivated, and intellectually stimulating colleagues who thrive on helping the business solve the most pressing business opportunities.









Mane Consulting specialise in Data & Analytics. For more information on this role or others like this in the market apply below or contact Mark.cornwel-smith @mane.com.au",missing
73,Remote Work From Home Data Entry Clerk / Typing,Staffing Technologies,"Carlton, Victoria, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,201-500 employees,"We are seeking a highly organized and detail-oriented individual to join our team as a Data Entry clerk. As a Data Entry clerk, you will play a crucial role in maintaining accurate and up-to-date records of our company's data. This position requires a strong attention to detail, excellent typing skills, and the ability to work efficiently under tight deadlines.



Inputting and updating data into our company's database system

Verifying and correcting any discrepancies in data entries

Conducting regular data audits to ensure accuracy and completeness of records

Generating reports and extracting data as requested by team members

Collaborating with other teams to ensure seamless data flow across departments

Assisting with data cleaning and data validation processes

Maintaining the confidentiality and security of sensitive information



High school diploma or equivalent

Proficient typing skills and strong attention to detail

Strong computer skills, including knowledge of Microsoft Office Suite

Excellent organizational and time management skills

Ability to work independently and efficiently

Strong problem-solving and analytical skills

Excellent communication and teamwork skills",£14.10/hr - £28.10/hr
74,Data & Reporting Analyst,AGPAL & QIP,"Brisbane, Queensland, Australia",missing,Full-time,Hospitals and Health Care,Nonprofit,51-200 employees,"National Health Accreditation Group
Brisbane City Fringe Location
NFP Salary Packaging

AGPAL Group has an exciting opportunity for a Data & Reporting Analyst. AGPAL and QIP are leading not-for-profit accreditation providers, specialising in the delivery of services to a diverse range of health, community and human service organisations across Australia. We are dedicated to supporting these organisations to achieve accreditation and are passionate about improving the quality and safety of the services they offer, to ensure Australia's health system remains one of the best in the world.",missing
75,Online Data Analyst,Workforce Australia for Individuals,"Adelaide, South Australia, Australia",missing,Part-time,Government Administration,Government Agency,1 employee,"TELUS International AI INC

This is a freelance position on a flexible schedule - you can work in your own time whenever work is available. You will be completing research and evaluation tasks in a web-based environment, eg verifying and comparing data, determining the relevance and accuracy of information. You will be provided with guidelines for each task, which need to be followed. The project offers a variety of tasks, and work is paid per task.





Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a and your work will occasionally be subject to quality assurance checks.

Why Join the TELUS International AI Community?



Payment

Rate of pay per task is inclusive of reading task guidelines. Payment will be issued in accordance with the terms of the contributor agreement upon successful completion of tasks

What’s next?

If this sounds like a role you’d be interested in taking on, please apply below.

https://jobs.telusinternational.com/en_US/careers/PipelineDetail/Online-Data-Analyst-Australia/21428





09-08-2024

08-09-2024

Please click to View more detail / apply.",missing
76,Data & Insights Analyst | Business Analyst,IAS Recruitment,"Brisbane, Queensland, Australia",missing,Full-time,Staffing and Recruiting,Public Company,2-10 employees,"Newly created role| Hybrid working | Immediate start | Lead the way | Active part in the transformation of the organisation

About The Company

Located near the heart of Brisbane's CBD, this firm is an industry-leading super fund renowned for its unwavering support of construction sector workers. Committed to delivering personalised solutions and helping members achieve their specific goals, they are seeking a Data and Insights Analyst to join their dedicated team.



As a Data and Insights Analyst, you will play a pivotal role in transforming data into actionable insights and compelling visualisations. You'll have the opportunity to collaborate with various departments to develop and execute reporting dashboards that drive business success. By implementing best practices and enriching the business knowledge of our members and stakeholders, you will be at the forefront of supporting evidence-based decision-making.













If you’re seeking a role where your expertise is valued and your impact is significant, let’s connect and explore how you can make a difference with us. Please apply online by clicking on “apply now” or contact Jade Lawton at 0434 228 334 / jade@iasrecruitment.com.au to discuss further",missing
77,Data Entry / Admin Support (Trainee),Workforce Australia for Individuals,"Darwin, Northern Territory, Australia",missing,Full-time,Government Administration,Government Agency,1 employee,"Our client is a leading NT Civil Construction business based in Darwin who have worked on major defence, industrial, community, commercial and remote construction projects in the NT over the past 50 years. With a commitment to excellence and investing in their people an opportunity has presented for trainee Admin Officer to join their team.

Are you ready to kickstart your administration career and have a keen eye for detail and passion for learning?

We are seeking a motivated and dedicated individual to join their team as a Trainee Admin Support Clerk. This is an exciting opportunity to learn, grow and contribute to a dynamic team.



Data Management: Accurately enter data, including supplier invoices, into our accounting software, and maintain meticulous records.

Administrative Support: Assist our HR and Administration & Compliance Managers with various tasks, from filing and scanning to document development.

Customer Interaction: Serve as the",missing
78,Remote Work From Home Data Entry Clerk / Typing,Staffing Technologies,"East Perth, Western Australia, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,201-500 employees,"We are seeking a highly organized and detail-oriented individual to join our team as a Data Entry clerk. As a Data Entry clerk, you will play a crucial role in maintaining accurate and up-to-date records of our company's data. This position requires a strong attention to detail, excellent typing skills, and the ability to work efficiently under tight deadlines.



Inputting and updating data into our company's database system

Verifying and correcting any discrepancies in data entries

Conducting regular data audits to ensure accuracy and completeness of records

Generating reports and extracting data as requested by team members

Collaborating with other teams to ensure seamless data flow across departments

Assisting with data cleaning and data validation processes

Maintaining the confidentiality and security of sensitive information



High school diploma or equivalent

Proficient typing skills and strong attention to detail

Strong computer skills, including knowledge of Microsoft Office Suite

Excellent organizational and time management skills

Ability to work independently and efficiently

Strong problem-solving and analytical skills

Excellent communication and teamwork skills",£14.10/hr - £28.10/hr
79,Data Scientist / Data Specialist,Softtest Pays,"Hobart, Tasmania, Australia",missing,Contract,Staffing and Recruiting,Privately Held,11-50 employees,"Australian Citizens residing in Australia only respond. must have baseline clearance.

Address each selection criteria.



1. Experience in the drafting of data policies and/or frameworks within time-pressured, high-profile environments.

2. A proven track record of providing strategic data policy advice to senior executives and/or ministers on complex data matters.

3. Proficient data analysis and management skills.






2. Experience working collaboratively as part of a positive, supportive and inclusive team, including in high pressure periods. 25%

3. Effective, excellent communication skills and the demonstrated ability to collaborate with stakeholders. 25%

4. Experience with Microsoft Office suite, Power BI, SQL, and programming languages (e.g. R, Python, SAS). 20%",missing
80,Data Analyst,Workforce Australia for Individuals,"Wangi Wangi, New South Wales, Australia",missing,Part-time,Government Administration,Government Agency,1 employee,"State Government
$130,000 annual package
Multi year fixed term contract
Maitland location - Hybrid working






Key knowledge and experience",missing
81,Data Scientist / Data Specialist,Quality People Pty Ltd,"Canberra, Australian Capital Territory, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,2-10 employees,"Our client URGENTLY requires a Data Scientist / Data Specialist for 6 months + Contract in ACT, NSW, NT, QLD, SA, TAS, VIC, WA, Offsite.

Our client URGENTLY requires a Data Scientist / Data Specialist for 6 months + Contract in ACT, NSW, NT, QLD, SA, TAS, VIC, WA, Offsite.

The Data Scientist / Data Specialist will stocktake existing integrity data and metrics at the entity and whole of APS levels and manage data in a manner consistent with best practices and security requirements.





Must have current Baseline security clearance.

Contract Extensions Likely !

Top $'s Paid !

To apply for this excellent Career opportunity, please forward your CV to Jobs@QualityPeople.com.au

Quality People is committed to all forms of workforce diversity and encourages applications from men and women of all ages and cultures, including indigenous Australians.

www.QualityPeople.com.au",missing
82,Entry-Level Data Entry Clerk - Part-Time / Full-Time (Remote),Staffing Technologies,"Adelaide, South Australia, Australia",missing,Part-time,Staffing and Recruiting,Privately Held,201-500 employees,"This is your opportunity to start a lifelong career with unlimited opportunity. Discover the flexibility youve been searching for by taking a minute to finish our online application.

Qualifications

No experience, Willing to train

Ability to work within recognized turnaround times

Must have exceptional social skills and the ability to organize simultaneous tasks

Ability to translate and use company policies and procedures

Excellent verbal and written communication abilities

Ability to work both individually and within a group environment

Ability to stay organized, regard to information, follow guidelines and multi-task in a professional and effective manner



Must be able to carry out duties with or without reasonable accommodation



Assist in developing a favorable, professional and safe work environment



Excellent weekly pay

Safe work environment

Multiple shifts are offered from early morning to night and no experience is required.

You will have ample opportunity for growth

Part-time offered - pick the days you wish to work

A commitment to promote from within",£14.10/hr - £28.10/hr
83,Data Management Principal,Workforce Australia for Individuals,"Perth, Western Australia, Australia",missing,Full-time,Government Administration,Government Agency,1 employee,"Responsibilities: ...

Responsibilities



Role Specific Responsibilities: ...",missing
84,Data Scientist / Data Specialist,Softtest Pays,"Canberra, Australian Capital Territory, Australia",missing,Contract,Staffing and Recruiting,Privately Held,11-50 employees,"Australian Citizens residing in Australia only respond. Must have baseline clearance.

Address each selection criteria.



1. Experience in the drafting of data policies and/or frameworks within time-pressured, high-profile environments.

2. A proven track record of providing strategic data policy advice to senior executives and/or ministers on complex data matters.

3. Proficient data analysis and management skills.






2. Experience working collaboratively as part of a positive, supportive and inclusive team, including in high pressure periods. 25%

3. Effective, excellent communication skills and the demonstrated ability to collaborate with stakeholders. 25%

4. Experience with Microsoft Office suite, Power BI, SQL, and programming languages (e.g. R, Python, SAS). 20%",missing
85,Junior Associate - Fixed Income,FIIG Securities,"Melbourne, Victoria, Australia",missing,Full-time,Financial Services,Privately Held,51-200 employees,"About Us
FIIG Securities was established in 1998 to provide investors with direct access to a broad range of fixed-income products and services. As one of Australia’s leading independent fixed-income specialists, FIIG has grown to service over 6,000 clients with more than $5bn in funds under advice and locations across Australia in Brisbane, Sydney, Melbourne and Perth.",missing
86,Data Entry Specialist,Jobs360,Gold Coast,missing,Full-time,Human Resources,Public Company,"501-1,000 employees","Dayshift
Clark office-based
HMO upon Start



We are seeking an experienced and detail-oriented Data Entry Officer. This position will support a variety of functions including the Product and Warehouse teams and is essential to ensuring the data integrity of critical functions.

Due to the potentially sensitive nature of the data, this position is required to work from the office.",missing
87,Data Scientist / Data Specialist,Softtest Pays,"Sydney, New South Wales, Australia",missing,Contract,Staffing and Recruiting,Privately Held,11-50 employees,"Australian Citizens residing in Australia only respond. must have baseline clearance.

Address each selection criteria.



1. Experience in the drafting of data policies and/or frameworks within time-pressured, high-profile environments.

2. A proven track record of providing strategic data policy advice to senior executives and/or ministers on complex data matters.

3. Proficient data analysis and management skills.






2. Experience working collaboratively as part of a positive, supportive and inclusive team, including in high pressure periods. 25%

3. Effective, excellent communication skills and the demonstrated ability to collaborate with stakeholders. 25%

4. Experience with Microsoft Office suite, Power BI, SQL, and programming languages (e.g. R, Python, SAS). 20%",missing
88,Insights Analyst,Workforce Australia for Individuals,"Sydney, New South Wales, Australia",missing,Full-time,Government Administration,Government Agency,1 employee,"Unlock your potential with a prestigious opportunity alongside an award-winning, data-driven industry leader! We are currently seeking a dynamic and experienced Business Insights Analyst to join a highly respected team. In this role, you will spearhead day-to-day business insights and analytics support for the diverse cross-functional business units, encompassing supply chain, marketing, operations, and digital domains. Seize this chance to harness your expertise and drive impactful decisions within a thriving, forward-looking organization at the forefront of innovation.



The position requires a highly skilled analyst who will be responsible for assisting on various business insights/analytics matters, including but not limited to:",missing
89,Expression of Interest 2025 Graduate Program and 2024 Intern Program ? Australia and NZ,Workforce Australia for Individuals,"Perth, Western Australia, Australia",missing,Full-time,Government Administration,Government Agency,1 employee,"Expression of Interest - Graduate Program and Intern Program - Australia and New Zealand

If you want to drive real change, we have just the place to do it. We want you to be part of our team to help take us forward by solving the emerging challenges of our time. At Rio Tinto, we believe the best ideas come from bringing people together with different perspectives to work toward a common goal - to create a better tomorrow.

Were looking for Graduates and Interns from a range of degrees for different areas across our business, including:

Engineering All degrees

Sciences Geoscience, Environmental, Chemistry

Technology Data Science, Software, Computing, Robotics

Humanities Communities, Health & Safety, Archaeology

Business All degrees



Our Graduate and Intern Programs will provide you with opportunities to shape Rio Tinto from the inside out. For Graduates, the program is 2-years with a",missing
90,Business Analysts,Atturra,"Melbourne, Victoria, Australia",missing,Full-time,IT Services and IT Consulting,Public Company,"501-1,000 employees","Why is this an exciting opportunity?

At Atturra, an Australian-owned ASX-listed advisory and IT solutions provider, we have a team of over 700 professionals working across Australia, New Zealand, and Singapore. Our diverse and dynamic team is united by our passion for innovation, using our expertise to leverage technology for business transformation.

As part of our Cloud Business Solutions team, we have a strong partnership with Microsoft. This allows us to leverage their cutting-edge technologies and resources to deliver exceptional solutions to our clients. Our partnership provides us with unique insights, training, and support, keeping us at the forefront of technological innovation.

Joining our team means you’ll become part of a community of change-makers who are redefining the future through technology. You'll be able to make a real impact, working on exciting projects that challenge conventional thinking and drive meaningful change for our clients.

At Atturra, we foster a collaborative, inclusive work environment that encourages growth, learning, and professional development. We value diversity and empower our employees to reach their full potential.

Joining Atturra provides a strong foundation to fulfil your career ambitions. If you're ready to be part of a dynamic organisation shaping the digital landscape, Atturra is the place for you.



“We are working towards a very bright future.”

“It's a company with vision and a promising future.”

The transformation you’ll experience

At Atturra you’ll be working on some of the highest profile transformation and technology projects in Australia. The depth, breadth and scope of our projects means you are continually developing your skillset and the value you can deliver. These are projects that are making a real difference in people’s lives, allowing you to build the future, together.

Why you’ll love working here

Culture of possibility

At Atturra we embrace innovation within our teams, fostering an environment of possibility and growth. We believe in creating a supportive and welcoming culture, where everyone is encouraged to achieve success through collaboration, hard work and dedication.

A strong set of company values

Our culture is reflected by our employees who demonstrate camaraderie, innovation, dedication, respect and excellence in everything they do. These traits have become integral to the way we do business and are the values we strive for.

Valuable employee benefits





“Atturra has a great working environment and management are very supportive of their staff. We celebrate success and have fun while working hard.”

“I really like my team and I like being able to work from home or the office depending on what suits my needs. My work is interesting, and I am constantly learning.”

What you’ll be doing

Atturra is looking for driven and motivated Mid-Senior Business Analysts to work within the Cloud Business Solutions team to showcase their strong Business Analysis skills to Atturra’s clients.

Atturra is seeking candidates who have a passion for innovative technology and driving customer transformation. This person must be able to communicate with a variety of different audiences and must have strong presentation skills. The ability to lead technical groups along with handling critical customer issues is important for this role.

You will be tasked with evaluating end-user business requirements, translating them into technical specifications, and developing and implementing the appropriate technical solutions.





What will make you successful in this role?

Technical Requirements:



How to apply

Careers | Atturra

https://atturra.com/au-en/careers

Atturra is passionate about playing an active role in addressing the digital skills gap and being an advocate for diversity and Inclusion, and welcomes applications from all irrespective of their gender, LGBTQI identity, ethnicity, religion, physical ability, or age.

This document is intended to describe the general nature and level of work being performed by people assigned to this job. It is not intended to be a comprehensive list of all responsibilities, key accountabilities, and skills of persons so classified. Management reserves the right to add or change the job and relevant percentage of accountabilities as required, in its sole discretion.

ATTURRA OPERATIONS PTY LTD",missing
91,Data Specialist / Data Scientist,Technology People Group,"Brisbane, Queensland, Australia",missing,Contract,IT Services and IT Consulting,Privately Held,51-200 employees,"Exciting opportunity for Senior Data Specialist / Data Scientist to work with our client on new initiative. 6 months up front and high chance of extension.

Role can be based anywhere in Australia.











Great rate on offer.

Client looking to interview asap

Interested applicants should apply to sophia@technologypeople.com.au or contact Sophia Marek on 0410 465 100 for further information.",missing
92,Big Data Graduate Programme,Quantexa,"Melbourne, Victoria, Australia",missing,Full-time,Software Development,Privately Held,"501-1,000 employees","What We're All About.

It isn't often you get to be part of a tech company that, since 2016, has been innovating the data analytics market in ways no-one else can. Our technology started out in FinTech, helping tackle serious criminal activity. Now, its potential is virtually limitless. Working at Quantexa isn't just intellectually stimulating. We're a real team. Collaborating and constantly engineering better and better solutions. We're ambitious, we think things through and we're on a mission to discover just how far we can go. Nearly half of our colleagues come from an ethnic or religious minority background. We're made up of people from 47 nationalities who speak over 20 languages. As a diverse mix of individuals, we make one big unstoppable team.

If our incredible culture sounds like you, we'd love you to join us.



Our Big Data Graduate Programme is designed for you to develop your technical skill set, think creatively and be a real problem solver of major issues our clients are facing today. If you are someone who likes to think outside the box, holds a real passion for data and is open to new ideas, you'll find a Qmmunity that recognises your needs to be a creative innovator and embrace it. 🧬

You will work on big data projects where you will have exposure to data science, data engineering and DevOps methods, whilst learning to engage with both internal and external stakeholders. In a typical Quantexa project, you'll work with high volume data, helping our top clients solve business problems in financial crime, fraud and money laundering along with playing a huge part in helping our others solve complex terrorism cases, human trafficking, and even modern-day slavery. You'll be working closely with Data Scientists, Data Engineers, Business Analysts, Technical Leads, Project Managers and Solutions Architects, using entity resolution to generate networks and apply a scoring framework to identify risks. At Quantexa everyone is following the same goal of meeting our client's expectations and delivering a first-class service. 🥇



We want our graduates to learn the latest Big Data technologies and being the huge fans of functional programming that we are, your first 3 months will consist of going through our dedicated training academy. You'll have exposure to learning Scala, which is our primary language here at Quantexa, so you are confident and comfortable using our platform. Part of this exciting journey will also have you exposed to other tools such as Spark, Hadoop, Hive, Kubernetes, with our platform being hosted on Google cloud (GCP). You will learn how to create entities and networks and loading data using Elasticsearch in the Quantexa interface. You'll be required to generate a solution using our explorer in a world leading big data tool set. This training is heavily self-paced learning giving you the flexibility to add to the task and complete with set timings.

Following completion of the academy you will be working on multiple projects. You can expect to work with different lead experts who share their love of big data to deliver the best for our clients.












What makes you Q will help you to realize your full potential, flourish and enjoy what you do, while being recognized and rewarded with our broad range of benefits.

We offer:






We have one mission. To help businesses grow. To make data easier. And to make the world a better place. We're not a start-up. Not anymore. But we've not been around that long either. What we are is a collection of bright, passionate minds harnessing complexities and helping our clients and their communities. One culture, made of many. Heading in one direction - the future.",missing
93,Data Scientist / Data Specialist,Infinite Consulting,"Canberra, Australian Capital Territory, Australia",missing,Contract,Staffing and Recruiting,Privately Held,51-200 employees,"6 months with 6 months option to extend
ACT, NSW, NT, QLD, SA, TAS, VIC, WA, Offsite
Australian Citizens with current Baseline Clearance

Infinite Consulting is seeking an experienced for our esteemed Large Federal Government Client. This is a based on funding and approval.



As the Data Scientist / Specialist, your role will be to:









Initial term: 6 months

Extension: 6 months extension option

Clearance: Australian Citizens with Baseline Clearance

Submission deadline: 8/08/2024

If you are interested in finding out more about the role, apply today or contact Varsha on 02-6257 8888 for a full assignment brief.",missing
94,AI Engineer,Zone IT Solutions,"Canberra, Australian Capital Territory, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,51-200 employees,"We are currently seeking a skilled and experienced AI Engineer. You will work on cutting-edge projects and collaborate with cross-functional teams to develop and implement innovative AI solutions.

Requirements






About Us

Zone IT Solutions is Australia based Recruitment Company. We specialize in Digital, ERP and larger IT Services. We offer flexible, efficient and collaborative solutions to any organization that requires IT, experts. Our agile, agnostic and flexible solutions will help you source the IT Expertise you need. Our delivery Offices are in Melbourne, Sydney and India. If you are looking for new opportunities; please share your profile at Careers@zoneitsolutions.com or contact us at 0434189909

Also follow our LinkedIn page for new job opportunities and more.

Zone IT Solutions is an equal opportunity employer and our recruitment process focuses on essential skills and abilities. We welcome applicants from a diverse range of backgrounds, including Aboriginal and Torres Strait Islander peoples, people from culturally and linguistically diverse (CALD) backgrounds and people with disabilities.",missing
95,Data Analytics Manager,Workforce Australia for Individuals,"Sydney, New South Wales, Australia",missing,Full-time,Government Administration,Government Agency,1 employee,"Data Analytics Manager ? Remediation

This is a 12-month FTC





Business Bank (BB) offers a wide range of services and solutions to our small to medium enterprise customers and our regional and agribusiness customers. We also take care of our personal and institutional online trading customers.

CommSec is Australia?s leading online broker providing equities, international shares, exchange traded funds, research and margin lending services to our retail and sophisticated clients.



The CommSec Data and Insights Centre of Excellence (COE) is a central Data and Analytics function under the Pace model that supports",missing
96,Data Engineer / Fully remote / 6 Months contract / $800 a day,Allura Partners,"Sydney, New South Wales, Australia",missing,Contract,Staffing and Recruiting,Privately Held,11-50 employees,"Data Engineer / Fully remote / 6 Months contract / $800 a day

About The Company

A Tech start up in the the Data & AI space.



They are looking for a Data Engineer on a contract basis. The role will have potential to go long term and it would start with a 6 months term.

They are flexible with remote working, ideally Victoria or New South Wales but will consider other locations. Must be based in Australia.









If you’re interested in this opportunity and feel you’re the right fit please click “apply” or contact me at kaio.desouza@allurapartners.com.au



Allura Partners was founded to support private equity firms by placing C-Suites to lead, transform, and scale portfolio companies. Today, in addition to our proven private equity specialisation, we’ve become a trusted partner for major ASX-listed and private enterprises in Australia, offering executive search, recruitment, and business transformation. Known for integrity, reliability, and results, our expertise spans Executive Search, Accounting & Finance, Transformation & Change, and Technology & Digital. We connect businesses and top-tier talent, exceeding expectations and driving lasting impact.",missing
97,Data & Insights Consultant,Datacom,"Brisbane, Queensland, Australia",missing,Full-time,IT Services and IT Consulting,Privately Held,"5,001-10,000 employees","Our Why

Datacom works with organisations and communities across Australia and New Zealand to make a difference in people’s lives and help organisations use the power of tech to innovate and grow.



The Data & Insights Consultant is responsible for developing and driving better use strategic data to drive informed decisions. The role will engage and assist with customers prior defined problems or solutions. You will be assisting in the Go-To-Market strategy and planning to drive lead generation and customer acquisition via a highly effective data and insight driven team leveraging competitive and market intelligence to inform decision making developing a clear and complete Australian market growth strategy

Our offices are based in Brisbane, Melbourne, and Sydney. We like to bring people together in person when we can, but we are mindful of the benefits of working from home for work/ life balance. We therefore leave it to you and the team you join to figure out what works best!



The Data & Insights Consultant is responsible for (but not limited to):



We are a pretty agile company, and are keen to respond to customer, technology and internal stakeholders’ changing requirements and this can mean we evolve in our roles to meet those needs.







Datacom is one of Australia and New Zealand’s largest suppliers of Information Technology professional services. We have managed to maintain a dynamic, agile, small business feel that is often diluted in larger organisations of our size. It's our people that give Datacom its unique culture and energy that you can feel from the moment you meet with us.

We care about our people and provide a range of perks such as social events, chill-out spaces, remote working, flexi-hours and professional development courses to name a few. You’ll have the opportunity to learn, develop your career, connect and bring your true self to work. You will be recognised and valued for your contributions and be able to do your work in a collegial, flat-structured environment.

We operate at the forefront of technology to help Australia and New Zealand’s largest enterprise organisations explore possibilities and solve their greatest challenges, so you will never run out of interesting new challenges and opportunities.

We want Datacom to be an inclusive and welcoming workplace for everyone and take pride in the steps we have taken and continue to take to make our environment fun and friendly, and our people feel supported.",missing
98,Data and Business Visualisation Analyst,Hays,"Sydney, New South Wales, Australia",missing,Full-time,Staffing and Recruiting,Public Company,"5,001-10,000 employees","Visualisation Analyst with Snowflake & DAX experience

Your new company

Our client is a higher education institute based in Sydney.


The candidate will need to gather the requirements, interpret the requirements, then build the dashboards. They will also need to maintain & modify existing dashboards.",missing
99,Analytics Lead,Talent,"Sydney, New South Wales, Australia",missing,Contract,Staffing and Recruiting,Privately Held,201-500 employees,"Our client, a top-tier aviation company, is looking for an experienced Analytics Lead for a 12-month fixed-term contract. In this role, you will lead a team of analytics specialists, providing strategic support and delivering insights and analysis to the aligned squad.
This is a business-focused position that requires a strong expertise in SQL and data visualisation tools.","A$150,000.00/yr - A$180,000.00/yr"
100,Payroll Assistant,Workforce Australia for Individuals,"Perth, Western Australia, Australia",missing,Full-time,Government Administration,Government Agency,1 employee,"DRD are currently looking for an experienced Payroll Assistant to join a leading Oil and Gas company based in West Perth.

About The Role







If you possess relevant experience and are available for a new opportunity, please submit your resume ...Click here to view more detail / apply for Payroll Assistant",missing
