,Job Title,Company Name,Location,Work Model,Employment Type,Industry,Company Type,Company Size,Job Description,Salary
244,Flight Data Monitoring Analyst,CHC Helicopters,Perth,missing,Missing,Transportation and logistics,Company - Private,1001 to 5000 Employees,"Reach Beyond!: CHC provides unmatched helicopter services that enable our customers to reach beyond – to work in remote and challenging destinations that limit others – and come home safely. We are dedicated to our purpose of getting our customers where they need to be, when they need to be there, anywhere in the world – safely and reliably. All you have to do is get on board!

At CHC, we pride ourselves on our values and culture:
Accountability: Take pride and ownership of our actions and results.
Collaboration: Working together with transparency and trust to drive continuous improvement.
Care: Creating a safe and sustainable environment for all.
Integrity: Doing what's right and fostering a culture of respect.
Excellence: Prioritizing quality services and setting industry standards.
Role Summary:





Key Responsibilities:
Qualifications, Skills & Attributes:",$90K – $134K/yr (Glassdoor est.)
245,Senior Business Analyst - Marketing Data Scientist,Sourcing Intelligence,Sydney,missing,Missing,missing,missing,missing,"Contract, Full-time (40 hours per week)
Location: Australia. HQ: Sydney. It can be remote for the right candidate.
Hourly rate: 110-135 AUD (depending on experience)
About Dijitally
Dijitally is a dynamic digital agency based in Australia, collaborating closely with one of Australia's leading fintech companies. We are dedicated to empowering customers and retailers by enhancing financial freedom and business growth. Our approach is centred on responsible spending without incurring interest, fees, or extended debt, fostering an economy where everyone wins.
The Opportunity
Dijitally's Marketing Data Science team is on the lookout for an experienced Business Analyst with a background in Data Science to join our ranks. This role involves close collaboration with our fintech partner's marketing team to enhance customer acquisition, activation, and retention strategies across Australia.",$110.00 – $135.00/hr (Employer est.)
246,Data Engineer - IMOS,University of Tasmania,Hobart,missing,Missing,Education,College / University,1001 to 5000 Employees,"Job no: 500215
Work type: Full time
Location: Hobart
Categories: Information Technology
Implement new data management systems and workflows
Collaborate with a skilled team of software engineers and data scientists
Work in dynamic environment based on the stunning Hobart waterfront
Salary – $98,074- $108,237 + 17% Super
The University of Tasmania acknowledges the palawa/pakana and Gadigal/Wangal people as the traditional custodians of the land, sea and waters of the areas upon which we live and work. We recognise their valuable contributions and deep connection to country and pay respect to Elders past and present.",$98K – $108K/yr (Employer est.)
247,DATA VISUALISATION INFORMATION CONSULTANT,SA Government -DEPARTMENT FOR CORRECTIONAL SERVICES,Adelaide,missing,Missing,--,Government,Unknown,"Department for Correctional Services
Job reference: 614892
Location: 5000 - ADELAIDE
Job status: Ongoing
Eligibility: Open to Everyone

About the Department for Correctional Services
The Department employs approximately 2,000 staff and has responsibility for nine prisons and fifteen Community Correctional offices across the state. Our vision is for a safer community by protecting the public and reducing re-offending. We work towards this through the contribution of staff who are employed in a wide variety of fields, from correctional officers and teachers, to social workers, psychologists and supervisors of court orders. Their commitment ensures we deliver quality services to prisoners, offenders and victims of crime. We strongly promote diversity and equity in our workforce, which directly contributes to greater effectiveness and better outcomes. In a supportive and collaborative environment, you will encounter interesting professional challenges and you will work alongside dedicated and passionate people who help to turn around the lives of offenders and rebuild lives affected by crime.








15/09/2024 11:00 PM",$86K – $95K/yr (Employer est.)
248,Data Analyst with Superannuation,IQ Group,Melbourne,missing,Missing,Management and consulting,Company - Private,51 to 200 Employees,"Description
IQ Group

IQ Group has supported Superannuation and Wealth Management clients through unprecedented change for more than 15 years in Australia. From our offices in Melbourne, Sydney and Brisbane, over 90 specialist consultants assist clients improve their operations and use of technology. Our clients benefit from IQ Group's domain experience and commitment to project delivery. IQ Group is part of a global company with other offices in South Africa.

The Opportunity

IQ Group is undergoing an exciting period of growth, and have been engaged as the partner of choice to deliver a number of strategic programs on behalf of our customers.

In order to be a successful candidate for this position, we do require an experienced Data Analyst. You will ideally have solid experience setting up SQL queries across a number of data sources to automatically detect and manage data quality exceptions in the Financial Services Industry
Skills required (non negotiable):",$63K – $118K/yr (Glassdoor est.)
249,Asset Data Governance Officer,Ipswich City Council,Ipswich,missing,Missing,Government and public administration,Government,Unknown,"An exciting opportunity is on the horizon...

Council is seeking a motivated, innovative and enthusiastic individual to join the dynamic Infrastructure Strategy Branch - Asset Data and Management team as Asset Data Governance Officer.

Come and be a part of achieving our strategic asset management themes:

Respond to the future
Deliver quality core services to the community
Support a sustainable city",$101K/yr (Employer est.)
250,"Casual Contact Centre Officers (APS2) Register, Data Sourcing Contact Centre Unit",Australian Bureau of Statistics,Geelong,missing,Missing,Finance,Government,1001 to 5000 Employees,"Location: Geelong, Victoria
Several casual APS2 positions
$33.86 per hour, plus 15.4% superannuation
The Australian Bureau of Statistics (ABS) has an exciting opportunity for people looking to gain experience in an office environment and/or are seeking a career change.

We are looking for enthusiastic candidates with customer service and/or administration experience to join our Data Sourcing Contact Centre Unit as an APS2 Contact Centre Officer in our Geelong, Victoria office.

These positions are casual ($33.86 per hour), with the opportunity to work 5 business days a week dependant on the available work. It is a requirement for all applicants to be available a minimum of 3 business days per week. Shifts are 7.25 hours in duration, Monday - Friday between 8.45am and 7:00pm during AEST and 8.45am and 8:00pm during AEDT.



The key duties and responsibilities of a Contact Centre Officer are:",$33.86/hr (Employer est.)
251,Traffic Data Officer,Tasmanian Government,Tasmania,missing,Missing,--,Government,201 to 500 Employees,"Department of State Growth
Transport and Infrastructure Services
Infrastructure Tasmania
Applications must be submitted by Sunday 01 September, 2024 11:55 PM
Position details
Applications close:
Sunday 1 September, 2024 11:55 PM AEST
Award/Classification:
Tasmanian State Service Award - General Stream Band 4
Salary:
$80,593.00 to $92,764.00 per annum",$81K – $93K/yr (Employer est.)
252,Data Engineer,Endeavour Group,Surry Hills,missing,Missing,--,Company - Private,201 to 500 Employees,"Company Description

Let’s create a more sociable future together
At Endeavour, we’re totally into what we do. With a portfolio that includes Dan Murphy’s, BWS, ALH Hotels, Pinnacle Drinks and more, we love to bring people together. Together we share our passion for our products and industry; it’s what inspires us to dream big, and continue to create new experiences for our customers and teams across Australia. If you thrive on positive energy, we want to meet you!

Job Description
Be uniquely you, come as you are",$80K – $135K/yr (Glassdoor est.)
253,Staff Data Engineer,Commonwealth Bank,Sydney,missing,Missing,Finance,Company - Public,10000+ Employees,"Staff Data Engineer
You are an experienced Data Engineer with strong experience in Data Delivery, Big Data platforms.
We are one of the critically performing Data Engineering teams in CBA - Retail Banking Services.
Together we can lead strategic data warehouse applications and largely complex operational data store!
Do work that matters:
As an experienced Data Engineer with strong data delivery skills and a passion for providing data-driven solutions, you’re ahead of trends and work at the forefront of Big Data technologies.
Which is why we’re the perfect fit for you. Here, you’ll be part of a team of engineers going above and beyond to improve the standard of Consumer Finance. Using the latest tech to solve our customers’ most complex data-centric problems.
Advertising End Date: 26/09/2024",$130K – $170K/yr (Glassdoor est.)
254,Research and Data Officer,Anyinginyi Health Aboriginal Corporation,Tennant Creek,missing,Missing,--,Company - Public,Unknown,"Location: Tennant Creek
Section: Corporate Governance
Employment Conditions: Full Time
Salary: $82,757 - $92,491 per annum
Generous salary packaging: $15,899.94p/a
Professional development incentive: Allowance of $1,300p/a
Reports to: Governance and Policy Manager
Amazing further benefits including 6 weeks annual leave, free general dentistry and remote retention allowance of $750

Flexible work arrangements can be negotiated for the right person",$83K – $92K/yr (Employer est.)
255,Business Analyst,Spendless Shoes,Adelaide,missing,Missing,--,Company - Private,501 to 1000 Employees,"Business Analyst

For the past 30 years, millions of happy Australians have chosen The Shoe Group -Spendless as their preferred footwear retailer. With over 200+ convenient stores, 1,000 amazing team members, and a huge range styles to suit every member of the family, it’s no wonder they call us ‘The World’s Friendliest Shoe People’.

We are seeking a Business Analyst to join The Shoe Group in our IT (Information Technology) team in the National Support Centre based in Gilman, Adelaide.

The Role:",$75K – $120K/yr (Glassdoor est.)
256,Strategic Research Fellow/Senior Research Fellow – Artificial Intelligence and Machine Learning,Edith Cowan University,Joondalup,missing,Missing,Education,College / University,1001 to 5000 Employees,"The discipline of Computing and Security within the School of Science has a growing research profile in Artificial Intelligence (AI) and Machine Learning (ML), through the Centre for Artificial Intelligence and Machine Learning (CAIML). This appointment will be central to enhancing and growing this profile, by appointing a suitable candidate who will harness their passion for the design and development of new and improved AI/ML techniques.

This position offers an excellent opportunity for a motivated researcher. Unlike most fellowships, this appointment is not tied to a particular project or theme. Rather, the appointee will have the freedom to pursue their research ideas, aligned to existing strengths of CAIML, and will be expected to collaborate with the CAIML team to pursue grants and fellowships to expand existing capacity and to provide supervision and mentorship for HDR students. The appointee will be expected to engage in research that leads to high impact within the discipline of AI/ML, in addition to the application of AI/ML to particular problem domains. They will show a systematic determination, rigor and perseverance to successfully target the top conferences and journals of the discipline.

Applications are encouraged from those who have completed their PhD within the last 10 years, taking into consideration any career breaks, or imminent completion.

You will also demonstrate personal attributes that are congruent with the University’s values of Integrity, Respect, Rational Inquiry and Personal Excellence.

The School acknowledges and respects Australia’s First Peoples’ continuing culture and the contribution they make to the life of this city and this region. At ECU we are committed to increasing the representation of Aboriginal and Torres Strait Islander staff to ensure we have a workforce that reflects our communities. Applications from Aboriginal and Torres Strait Islander peoples are encouraged.

ECU is a smoke-free environment.

Benefits & Remuneration
This position attracts remuneration of $113,918 - $134,596 (ALEVB) or $138,726 - $159,403 (ALEVC) plus 17% University superannuation contribution.

ECU is a WGEA employer of choice in gender equality and a member of Athena SWAN. A range of flexible working arrangements are available along with family friendly facilities available on campus.

For information on the benefits of working at ECU, please visit our Employment Opportunities website .

To Apply
Please attach a copy of your current CV, cover letter and a statement specifically addressing the to your online application.

Contact
Interested applicants are welcome to contact Martin Masek (m.masek@ecu.edu.au) for more information.

Applications close 12 September 2024 at 11:30pm AWST.

This position is intended for those with current work rights in Australia, however exceptional International applicants, without work rights, are also encouraged to apply and will be given full consideration.

THE POSITION IS NOT OPEN TO CURRENT ECU EMPLOYEES.

ECU is a diverse and inclusive workplace reflecting the differences in society. Specific strategies and initiatives are in place to address underrepresentation of specific groups. Applications are encouraged from suitably qualified people from all backgrounds. Aboriginal and Torres Strait Islander people are strongly encouraged to apply.

#LI-DNP",$114K – $135K/yr (Employer est.)
257,Digital Solution Area Specialists - Data & AI,Microsoft,Sydney,missing,Missing,Information Technology,Company - Public,10000+ Employees,"Enterprise Digital Sales, part of Microsoft's SMC and Digital sales organization, empowers our customers through the unique value of the Microsoft Cloud by building a globally-led, digital-first scale organization aligned with partners. As part of our local subsidiaries or Digital Sales centers around the world, you will engage a dedicated set of enterprise customers to identify and achieve their business objectives through best-in-class digital engagement and partner co-selling. You will also have an opportunity to work collaboratively across teams while living our shared SMC and Digital Sales Culture priorities: Diversity and Inclusivity, Wellbeing, Sustainability, and Customer Obsession. If you have a passion for driving digital-first solutions and delivering customer satisfaction, we invite you to learn more about Enterprise Digital Sales and the value we bring to our customers, partners, and one another, every day.

The Digital Sales Enterprise team drives growth for Microsoft by helping customers realize the value of the Microsoft Cloud. Powered by a world-class connected sales and marketing platform, this team leverages marketing insights to reach customers when and where they want to engage digitally to help solve their business problems. We’re powered by the latest innovations in Microsoft Azure to engage with customers, collaborate across our global teams, and acquire and retain new business for Microsoft.






Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",$167K – $209K/yr (Glassdoor est.)
258,ADMINISTRATIVE & DATA SUPPORT OFFICER - EMERGENCY DEPARTMENT,SA Government -SA HEALTH,Bedford Park,missing,Missing,Healthcare,Hospital,5001 to 10000 Employees,"SA Health
Job reference: 876735
Location: 5042 - BEDFORD PARK
Job status: Short Term Contract
Eligibility: Open to Everyone

Southern Adelaide Local Health Network - Flinders Medical Centre - Emergency Department
Salary $76,561 - $80,256 ASO4 (Pro Rata) | Full Time - until Sept 2025
Join our Emergency Department Team as a Data Support Officer today!
An exciting Data and Administration opportunity has become available within the Flinders Medical Centre Trauma Service. The person applying should have an understanding of trauma and the statewide trauma system.",$77K – $80K/yr (Employer est.)
259,Data Scientist - Berries,Costa,Coffs Harbour,missing,Missing,Retail and wholesale,Company - Private,10000+ Employees,"Costa is Australia’s leading grower, packer and marketer of premium quality fresh fruit and vegetables. We nurture our people, cultivate our growing sites and invest in ongoing research and development.
All of the products we grow and sell are fresh, nutritious, unprocessed and grown on our very own farms or those of our partner growers.
The Costa Berry Category is at the forefront of genetic growing and innovation. We export to some of the most demanding markets in the world, so food safety is paramount. In all that we grow, we are committed to sustainable production and growing.
People are at the heart of the Costa business and across our regions we are a major employer with more than 6,000 workers during our peak seasons.
About the opportunity:
We are currently seeking an experienced and high-performing person for the position of Data Scientist - Berries. This role will report to the Transformation Manager – Berry Category and is responsible for assisting the business in making key decisions through the use of data modelling. This role is based in Woolgoolga, on the beautiful NSW mid-north coast.",$105K – $150K/yr (Glassdoor est.)
260,Data Analytics Specialist - Product & Performance Marketing,University of New South Wales,Sydney,missing,Missing,Education,College / University,1001 to 5000 Employees,"Job no: 526467
Work type: full time
Location: Sydney, NSW
Categories: Marketing / Communications, Analyst
Employment Type: Full-Time (35-hour week)
Duration: Continuing
Remuneration: Level 7 from $110k (+ 17% superannuation and leave loading)
Location: Kensington NSW (Hybrid Flexible Working)
Why your role matters
Join the Future Student team at UNSW, where we are dedicated to enhancing marketing and student recruitment efforts.",$110K/yr (Employer est.)
261,Data Consultant,Aon Corporation,Melbourne,missing,Missing,Insurance,Company - Public,10000+ Employees,"Posting Description:
Senior Manager, Client Relationships (Remuneration Data)

Aon is in the business of better decisions

At Aon, we're dedicated to helping our clients make better decisions, and our Talent Solutions team within Human Capital plays a crucial role in this mission. We empower our clients with insights, advice, and remuneration data driven solutions to optimise their rewards decisions, positioning us as their trusted advisor.

Opportunity:

Join our team and unlock exciting pathways for career advancement. As a Client Relationship Manager specialising in Remuneration, you'll be at the forefront of providing strategic insights and analysis to shape competitive compensation and benefits packages for our clients. This opportunity includes the opportunity to lead a team: provide guidance and support in professional development, project management, and client interactions.",missing
262,Master's in Data Science Internship,Openmesh Network,Remote,missing,Missing,Information Technology,Non-profit Organisation,Unknown,"We are inviting selected students (MS) in Data Science to be part of pioneering the cloud, data, AI and web3 space. You will have the opportunity to contribute to the development of one of the world's first large-scale open data clouds and analytics engines. Openmesh is a dedicated global initiative that brings together brilliant minds in the tech industry to create open data and open infrastructures that will be pivotal in shaping the next 10-20 years.
This internship can be used for your 400 hours of industry experience (PEP 40). This is a 2-12 weeks paid internship to begin soon. The role will take place in our Sydney George St. Office. Unlock your career potential by working with a world class team, opportunities for permanent job placements, competitive salaries, and exciting cash prize competitions!

About Openmesh and Xnode

Leverage this paid internship opportunity to fulfill your PEP 40H industry experience requirement.",missing
263,Business Analyst,HAYS,Perth,missing,Missing,Human resources and staffing,Company - Private,5001 to 10000 Employees,"An organisation in Perth is currently seeking an experienced Business Analyst to join their team.
Your new company
Our client based in Perth’s CBD is currently seeking an experienced Business Analyst to fill their 6-month temporary vacancy. Immediate start with a well-known government organisation.
Your new role
The Business Analyst provides analytical expertise, financial advice and business support to Corporate Area Executive Group businesses across financial transactions, budget preparation and management, resource management and activity, performance and information system monitoring. In this role you will be responsible for effective liaison with Corporate Area executives and their staff and other internal stakeholders regarding financial, procurement, resource allocation and activity-based funding matters.
What you'll need to succeed


In return for your positive contributions to this organisation, you’ll be offered:

If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.
If this job isn't quite right for you, but you are looking for a new position, please contact us for a confidential discussion about your career.
#2885961",missing
264,Part time email and marketing specialist,PLEASURE CHEST,Alexandria,missing,Missing,missing,missing,missing,"Job Title: EDM and Banner SpecialistEmployment Type: Part-TimeLocation: Alexandria office, 2015 NSWWorking Hours: Flexible, 1- 2 days per week.
Company Overview: Pleasure Chest is proud to be one of the largest online retailers for adult toys and intimate products in Australia and New Zealand. We are dedicated to providing our customers with the best products and experiences in a creative and inclusive environment. With a variety of exciting campaign promotions, we strive to push the boundaries of the industry and foster a culture of collaboration and creativity.
We are looking for a passionate and creative person to join our team. In this role, you will have the opportunity to work on innovative campaigns and promotions that resonate with our diverse customer base. You will work closely with a supportive team in our Alexandria office, where collaboration and idea-sharing are encouraged.
Role Overview: As an EDM and Banner Specialist, you will plan, create, and execute email and banner marketing campaigns. Your goal is to engage subscribers, promote products or services, and drive conversions or brand awareness through email channels.",$40.00/hr (Employer est.)
265,Expressions of Interest - Seeking Temporary Administrators - Melbourne CBD!,HAYS,Melbourne,missing,Missing,Human resources and staffing,Company - Private,5001 to 10000 Employees,"Seeking expressions of interest for temp Administrators & Receptionists in the CBD (NFP & Education Sectors)!
Seeking expressions of interest for exciting and fulfilling temporary administration opportunities across the not-for-profit and education sectors, working for successful and reputable organisations. This will be your chance to work within collaborative and dynamic team environments who are dedicated to achieving positive social impact and excellent outcomes. Your work will make a meaningful difference to the lives of others and the community. You’ll have a strong sense of purpose, focusing on social causes or community development.

Your new company
Located in the CBD or Inner North in a professional office environment. Your new office will be easily accessible by public transportation or perhaps walking distance if you live nearby.


Your duties will include:




You’ll receive temporary employment with generous hourly rates, within a reputable and supportive team environment.


If you're interested, 'apply now' to submit a copy of your latest CV to Ellen Harding.
If temporary roles aren't quite right for you, and you’re looking for a new role, please get in touch for a confidential discussion to discuss your next career step!#2885729",missing
266,Customer Support Administrator,HAYS,Brisbane,missing,Missing,Human resources and staffing,Company - Private,5001 to 10000 Employees,"Our Hays Brisbane CBD office is seeking a full-time permanent Customer Support Administrator to join our team
Your new company
At Hays, we believe in being long-term partners with our people as well as our customers. Let’s create tomorrow, together. With over 50 years of business success, we have built a reputation as the world leader in specialist recruitment and workforce solutions. Joining Hays isn’t just about being part of a global business; together with more than 12,000 people across 32 countries, you’ll be making a difference in the world of work.

Your new role
Our Hays Brisbane CBD office is seeking a full-time permanent Customer Support Administrator to join our team. This role is commencing immediately.
This role ensures all stakeholders and customers are greeted in a professional and courteous manner that supports the Hays brand, both face to face and over the telephone. Also providing administrative support to a centralised customer support team.







Our people tell us that Hays is a great place to work, over 90% of our employees say that they are proud to work for Hays. This is your opportunity to advance your career with the market leading group and be proud of who you work for too.
Click apply now or email your CV and Cover Letter to Sandy Luhr – Senior Talent Acquisition Partner at sandy.luhr@hays.com.au
At Hays, we value diversity and inclusion and are passionate about placing people in roles where they can flourish and succeed. By joining Hays you’ll be part of an inclusive culture that celebrates diversity, recognising every individual for their unique differences. People from all culturally diverse backgrounds including Aboriginal & Torres Strait Islander Peoples are encouraged to apply.#2864968",missing
267,Business Analyst,Give A Grad A Go,Sydney,missing,Missing,Human resources and staffing,Company - Private,1 to 50 Employees,"Competitive starting salary of $75,000 - $80,000 + additional super
Company car + Fuel card provided
An additional 2% super

Are you looking for roles as a business analyst or reporting analyst in Sydney? Interested in business and the automotive industry? Apply today to this graduate support analyst role with a leading global automotive company in Macquarie Park!

Company profile – Global Automotive Brand
In this Business Analyst role, you’ll be joining a well-established multinational automotive corporation. They are a premium global brand selling cars in over 100 countries and are industry leaders with ambitious fully electric sustainability goals.


Reporting to the Head of Service and Technical Transformation and Aftersales Development Manager, you will prepare reports and insights on parts and accessories sales. The Business Analyst will help with the delivery of aftersales projects and contribute to optimising operational processes.


In this Business Analyst role, you can expect the following tasks, but not be limited to:",$75K – $80K/yr (Employer est.)
268,Data Engineer,DataDivers.io,West Perth,missing,Missing,missing,missing,missing,"About DataDivers.io
DataDivers is a dedicated consultancy for all things data and analytics. Our expertise spans data strategy, data platforms, DataOps, advanced analytics, data science, and building a data culture in our clients’ organisations. We are exceptional problem solvers who turn data into real business insights.
As a results-driven organisation, we are committed to remarkable outcomes for our clients. We are well-known for always delivering, but not only do we deliver — we go above and beyond to exceed expectations and build lasting relationships. We don’t operate in isolation to achieve this; we have strong partnerships with Microsoft, Snowflake, AWS, and Informatica, to name a few.
With a diverse client base, our people work across an exciting mix of organisations and with a variety of technology stacks. Our clients are both local and international, in the public and private sectors, and cover a vast cross-section of different domains, from health to government to mining to not-for-profits.
Our people are second to none in their field. They are true experts who are continuously learning and continuously giving back. Some deliver learning and mentoring programs; others are shaping future products, or tweaking frameworks and tools to advance new thinking. At the heart of what sets DataDivers apart is the support that our leaders and our people give to each other.
We believe that passion and curiosity lead to awesome possibilities for both you and for us. So come join the team and have a remarkable journey!
About the Role – Data Engineer
We are seeking Data Engineers who are passionate and curious about data, committed to always delivering value, invested in continuous learning, and excited to be part of a knowledgeable, forward-thinking team.
About You
We would love to hear from you if you have:
2+ years’ experience with one of Microsoft ADF, AWS Glue, AWS Lambda, Fivetran, DBT, Talend, Informatica, and other ELT/ETL tools.
2+ years’ experience with one of AWS Redshift, Snowflake, Azure Synpase, Azure SQL, Microsoft SQL Server, Oracle, Postgresql, Mysql, etc.
2+ years’ proficiency in coding with Python, R or similar.
2+ years’ coding in SQL.
2+ years’ experience in using cloud platforms, ranging from Azure, Snowflake, AWS and GCP, through to Kubernetes, Docker and similar.
Familiarity with data warehousing methodologies e.g., Ralph Kimball or data vault.
An understanding of CI/CD practices in Azure, AWS, or GCP.
Experience in IoT architectures and ETL/ELT frameworks.
Experience in deploying production ready data pipelines.
The ability to interpret technical requirements and translate into technical solutions.
2+ years’ business or consulting experience.
The ability to think “outside the box”.
Excellent time management and organisational skills to manage conflicting priorities.
Excellent stakeholder engagement skills.
Strong problem-solving and troubleshooting skills.
Excellent communication and collaboration skills.
A tertiary degree in computer science, statistics, mathematics, science, engineering, or technology (advanced degree preferred).
Please note that the successful candidates must be currently based in Perth and hold full Australian working rights.
What Sets DataDivers Apart?
Our Commitment to Learning
Our people are front-and-centre and our aim is to develop end-to-end specialists; people with both breadth and depth to their expertise and experience. We encourage all Data Divers to develop themselves as full-stack, end-to-end data practitioners, comfortable with everything from ingestion to modelling to advanced analytics to data visualisations.
We have an extensive learning program called DLearn where we use a variety of learning partners and online training platforms, augmented with in-house training and support. We want to help all our Data Divers continuously learn and grow.
Our Values
DataDivers is a principles and values-based company. Our six core principles are embedded in everything that we do: Care for People, Be Humble, Make Dives Remarkable, Build Lasting Relationships, Always Deliver and Create Everlasting Sustainability.
Our People
Our people are some of the best in their fields, but they are also humble. This means that everyone, leadership team included, is approachable and prepared to help and support fellow Data Divers whenever they need. Our people recognise and acknowledge each other’s hard work. Everyone is heard, and everyone is included.
If DataDivers sounds exciting to you, then please get in touch to introduce yourself and share how your experience will fit our team.
No recruitment agencies",missing
269,Analytics Officer,HAYS,Perth,missing,Missing,Human resources and staffing,Company - Private,5001 to 10000 Employees,"Data Analyst opportunity with one of a well-known public sector client based in Perth
Your new company
Our client is a well-known public sector organisation based in Perth. They are seeking a Data Analyst to join their team on a permanent basis.

Your new role
As a Data Analyst, you will be responsible for collecting, cleaning, and analysing the data from various systems and identifying trends through predictive analysis. You will also be responsible for identifying areas of improvement for data collection, storage and analysis, and provide advice to improve processes to ensure processes remain contemporary and relevant.



You will receive an annual salary of up to $101K + Super.


If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.
If this job isn't quite right for you, but you are looking for a new position, please contact us for a confidential discussion about your career.
#2882099",$97K – $102K/yr (Employer est.)
270,Principal Machine Learning Systems Engineer,Atlassian,Sydney,missing,Missing,Information Technology,Company - Public,5001 to 10000 Employees,"Overview:
Working at Atlassian
As a Senior Software Engineer in the Central AI team, you will build and maintain the core infrastructure to allow machine learning engineers and data scientists to develop, train, evaluate, deploy, and operate Machine Learning models and pipelines. You will use your software development expertise to solve difficult problems, tackling complex infrastructure and architecture challenges.
You will have the opportunity to lead other engineers to drive involved projects from technical design to launch. You will also collaborate with other teams and internal customers to set expectations, gather input and communicate results.
Responsibilities:
Your future team
Qualifications:",$200K – $220K/yr (Glassdoor est.)
271,Office Admin / Customer Service Professional,Pro Pest Control,Australia,missing,Missing,--,Company - Public,Unknown,"Reception / Customer Service
This is a casual role for a small local pest control business. The office is located in the Arundel on the Gold Coast.
Duties include taking inbound calls from customers wanting pest control services, quoting, closing sales and bookings and scheduling runs for technicians on a daily basis.
Key Responsibilities will include:
Reception duties including but not limited to answering incoming calls, sales, managing residential and commercial clients.
Liaise with various external suppliers and coordinate contractors / technicians on the road (pest technicians)
Provide administrative assistance with regards to data entry, projects and any ad-hoc administration duties",$26.00 – $30.00/hr (Employer est.)
272,Contract Administrator,Consilium Solutions,Perth,missing,Missing,missing,missing,missing,"· Full time Position
· Perth based with adhoc site travel
· Immediate start
Company info
Consilium Solutions is a young, innovative project management consultancy with the mandate to better the way businesses execute project management and project controls.
While we specialise in mining, we have experience in providing services to a range of industries including maintenance management as well as property development.
We are seeking an experienced Contract Administrator, with a thirst for knowledge to join the team to support numerous clients and a range of projects.
The ideal candidate will have experience in construction, an eye for detail, be quick to learn new systems and provide services in line with our business values of Performance, Integrity, Efficiency and Commitment.",$100K/yr (Employer est.)
273,Sales Administrator | Bondi Junction,Uplift Recruitment,Australia,missing,Missing,Human resources and staffing,Company - Public,1 to 50 Employees,"We are on the lookout for a highly organised and personable individual to join an award winning business based in Bondi that is at the forefront of the sustainability industry.

This a perfect role for a switched-on admin officer ready to join a dynamic team in overseeing various duties across Administration, Operations and Sales.

You will work alongside a bustling sales team where you will consult on product ranges, provide support to new and existing customers, process sales orders and manage costing and invoicing.

The culture of the team is fantastic! Everyone is engaged and works towards the growth of the company whilst maintaining a family atmosphere where regular lunches and team events are the norm.




Our client is offering a fun modern workspace in Bondi Junction with the opportunity to align yourself with a rapidly scaling business that has grown over 400% in the past four years. Offering a smooth and fast interview process, for more information APPLY NOW
Sponsored",$60K – $70K/yr (Employer est.)
274,Business Analyst,Ignite Specialist Recruitment Services,Sydney,missing,Missing,Human resources and staffing,Company - Public,51 to 200 Employees,"Location: Sydney
Free Parking On-Site
Contract: Inital 6 Months Contract with possible extension

About the role

One of our clients is looking for a Business Analyst to join their team in Sydney. Our client is home to Australia's most significant landmark and national infrastructure for research.

As a business analyst you will play a critical role in analysing data and process maps . This is an opportunity work within an organisation that applies new-technology to provide real-world benefits.

You roles and responsibilities

What you’ll need to succeed

About Ignite

Since 1984, Ignite has been helping organisations with talent needs through Specialist Recruitment, On Demand, and Talent Solutions divisions. With over 70 people across five offices, we specialises in recruitment, managed IT services, HR services, and people.

Our four-decade history includes advanced methodologies, a large database of pre-qualified candidates, strong client relationships, and thousands of successful candidate placements. We pride ourselves on trust and our significant impact on Australia’s employment landscape.

We are passionate about igniting the potential of people, and committed to diversity, inclusivity, and parity in the Australian workforce. As one of Australia’s most established talent agencies, and one of the few listed on the ASX, we’ve gained a strong reputation as one of Australia’s most trusted talent advisors.

This role is to Autralia citizens ONLY!

If this job interests you or you would like to have a confidential chat, please contact Fatuma on 02 9250 8046, fatuma.mmbaga@igniteco.com or APPLY NOW!
PowerBI, SWOT, PESTLE, BPMN",missing
275,Production Planner and Warehousing Admin,Synaco Global Recruitment,North Melbourne,missing,Missing,Human resources and staffing,Company - Private,201 to 500 Employees,"*Please note: Only candidates with FULL working rights in Australia will be considered. If you cannot work full time hours OR you are not based in VIC, you will not be considered*
Position: Production Planner and Warehousing Admin
Salary: $65-75k + super (depending on experience)
Location: Preston, VIC
Duration: Permanent
Shifts: Monday to Friday - 9AM to 5PM OR 10AM to 6PM
ASAP Start
Client:
Established in 1990, our client is a proud Australian food manufacturer and a market leader in the Value Added Food Products sector. Our client started as a small family business and now grew into a dynamic, thriving organisation focused on maintaining a relevant product range and building strong relationships with their multi-channel partners.",$65K – $75K/yr (Employer est.)
